,Spanish,show,lemma
3300,preguntó,*preguntó* (preguntar),
3301,éstos,*éstos* (esto),esto
3302,éstos,*éstos* (este),este
3303,probable,probable,
3304,seamos,*seamos* (ser),
3305,importaría,*importaría* (importar),
3306,firmar,firmar,
3307,federal,federal,
3308,caras,*caras* (cara),
3309,trabajos,*trabajos* (trabajo),
3310,hagámoslo,*hagámoslo* (hacer),
3311,expediente,expediente,
3312,tigre,tigre,
3313,intentó,*intentó* (intentar),
3314,harto,harto,harto
3315,harto,*harto* (hartar),hartar
3316,decidir,decidir,
3317,periódicos,*periódicos* (periódico),
3318,casarse,*casarse* (casar),
3319,lento,lento,
3320,hecha,*hecha* (hecho),hecho
3321,hecha,*hecha* (hacer),hacer
3322,daba,*daba* (dar),
3323,ponerte,*ponerte* (poner),
3324,pelotas,*pelotas* (pelota),
3325,monstruos,*monstruos* (monstruo),
3326,cruel,cruel,
3327,señoritas,*señoritas* (señorita),
3328,gigante,gigante,
3329,siglos,*siglos* (siglo),
3330,escalera,escalera,
3331,incidente,incidente,
3332,escenario,escenario,
3333,dirás,*dirás* (decir),
3334,ciertas,*ciertas* (cierto),
3335,casar,casar,
3336,llamen,*llamen* (llamar),
3337,biblia,biblia,
3338,reporte,reporte,
3339,moda,moda,
3340,casada,*casada* (casado),casado
3341,casada,*casada* (casar),casar
3342,reacción,reacción,
3343,falla,falla,falla
3344,falla,*falla* (fallar),fallar
3345,castigo,castigo,castigo
3346,castigo,*castigo* (castigar),castigar
3347,fácilmente,fácilmente,
3348,caza,caza,caza
3349,caza,*caza* (cazar),cazar
3350,magnífico,magnífico,
3351,decidí,*decidí* (decidir),
3352,camina,*camina* (caminar),
3353,superficie,superficie,
3354,procedimiento,procedimiento,
3355,condición,condición,
3356,asalto,asalto,asalto
3357,asalto,*asalto* (asaltar),asaltar
3358,virgen,virgen,
3359,verle,*verle* (ver),
3360,conocimos,*conocimos* (conocer),
3361,quitar,quitar,
3362,tratas,*tratas* (tratar),
3363,noble,noble,
3364,hierba,hierba,
3365,excelencia,excelencia,
3366,asco,asco,
3367,título,título,
3368,regresaré,*regresaré* (regresar),
3369,ejercicio,ejercicio,
3370,pasaporte,pasaporte,
3371,extraños,*extraños* (extraño),
3372,ciento,ciento,
3373,afortunado,afortunado,
3374,sacó,*sacó* (sacar),
3375,irán,*irán* (ir),
3376,sacerdote,sacerdote,
3377,pedirle,*pedirle* (pedir),
3378,impuestos,*impuestos* (impuesto),impuesto
3379,impuestos,*impuestos* (imponer),imponer
3380,crisis,crisis,
3381,aventura,aventura,
3382,puestos,*puestos* (puesto),puesto
3383,puestos,*puestos* (poner),poner
3384,pánico,pánico,
3385,llames,*llames* (llamar),
3386,ladrones,*ladrones* (ladrón),
3387,enseñó,*enseñó* (enseñar),
3388,logramos,*logramos* (lograr),
3389,estuvieron,*estuvieron* (estar),
3390,últimas,*últimas* (último),
3391,página,página,
3392,metro,metro,
3393,alla,*alla* (allá),
3394,pudieron,*pudieron* (poder),
3395,mostrar,mostrar,
3396,escribe,*escribe* (escribir),
3397,ventaja,ventaja,
3398,enamorada,*enamorada* (enamorado),enamorado
3399,enamorada,*enamorada* (enamorar),enamorar
