,Spanish,show,lemma
4600,propuesta,*propuesta* (proponer),proponer
4601,plataforma,plataforma,
4602,mago,mago,
4603,linea,linea,
4604,dude,*dude* (dudar),
4605,busque,*busque* (buscar),
4606,tabaco,tabaco,
4607,principios,*principios* (principio),
4608,dormida,*dormida* (dormido),dormido
4609,dormida,*dormida* (dormir),dormir
4610,costó,*costó* (costar),
4611,causar,causar,
4612,temer,temer,
4613,subiendo,*subiendo* (subir),
4614,rollo,rollo,
4615,hechizo,hechizo,hechizo
4616,hechizo,*hechizo* (hechizar),hechizar
4617,gusano,gusano,
4618,guau,guau,
4619,grupos,*grupos* (grupo),
4620,discos,*discos* (disco),
4621,despierte,*despierte* (despertar),
4622,ocurriendo,*ocurriendo* (ocurrir),
4623,horario,horario,
4624,expedientes,*expedientes* (expediente),
4625,envié,*envié* (enviar),
4626,dibujos,*dibujos* (dibujo),
4627,concurso,concurso,
4628,autopista,autopista,
4629,atacó,*atacó* (atacar),
4630,vendedor,vendedor,
4631,sigas,*sigas* (seguir),
4632,rebeldes,*rebeldes* (rebelde),
4633,radar,radar,
4634,expresión,expresión,
4635,escuchan,*escuchan* (escuchar),
4636,use,*use* (usar),
4637,resultó,*resultó* (resultar),
4638,principe,*principe* (príncipe),
4639,hágalo,*hágalo* (hacer),
4640,exposición,exposición,
4641,demasiadas,*demasiadas* (demasiado),
4642,cuidando,*cuidando* (cuidar),
4643,aterrizaje,aterrizaje,
4644,apetece,*apetece* (apetecer),
4645,tomaron,*tomaron* (tomar),
4646,sorprendente,sorprendente,
4647,responda,*responda* (responder),
4648,olvidaste,*olvidaste* (olvidar),
4649,lobos,*lobos* (lobo),
4650,echado,echado,echado
4651,echado,*echado* (echar),echar
4652,deberias,*deberias* (deber),
4653,cortado,cortado,cortado
4654,cortado,*cortado* (cortar),cortar
4655,citas,*citas* (cita),
4656,abiertos,*abiertos* (abierto),abierto
4657,abiertos,*abiertos* (abrir),abrir
4658,zapato,zapato,
4659,preso,preso,
4660,lastimar,lastimar,
4661,explosivos,*explosivos* (explosivo),
4662,colegas,*colegas* (colega),
4663,supieras,*supieras* (saber),
4664,secretaria,secretaria,
4665,queridos,*queridos* (querido),querido
4666,queridos,*queridos* (querer),querer
4667,morirás,*morirás* (morir),
4668,cuero,cuero,
4669,confesión,confesión,
4670,círculo,círculo,
4671,sabéis,*sabéis* (saber),
4672,química,química,
4673,obras,*obras* (obra),obra
4674,obras,*obras* (obrar),obrar
4675,llores,*llores* (llorar),
4676,juegas,*juegas* (jugar),
4677,invisible,invisible,
4678,fase,fase,
4679,esconde,*esconde* (esconder),
4680,capitan,*capitan* (capitán),
4681,adulto,adulto,
4682,vacía,*vacía* (vacío),
4683,siéntense,*siéntense* (sentar),
4684,pastor,pastor,
4685,llegada,llegada,llegada
4686,llegada,*llegada* (llegar),llegar
4687,gatillo,gatillo,
4688,debamos,*debamos* (deber),
4689,teléfonos,*teléfonos* (teléfono),
4690,saqué,*saqué* (sacar),
4691,regresará,*regresará* (regresar),
4692,olvidaré,*olvidaré* (olvidar),
4693,límites,*límites* (límite),
4694,jovencita,jovencita,
4695,dibujo,dibujo,dibujo
4696,dibujo,*dibujo* (dibujar),dibujar
4697,británico,británico,
4698,balboa,balboa,
4699,psiquiatra,psiquiatra,
