,Spanish,show,lemma
6300,islas,*islas* (isla),
6301,insignificante,insignificante,
6302,hermandad,hermandad,
6303,goma,goma,
6304,franco,franco,franco
6305,franco,*franco* (Franco),Franco
6306,duermes,*duermes* (dormir),
6307,chimenea,chimenea,
6308,trataron,*trataron* (tratar),
6309,tardará,*tardará* (tardar),
6310,sábanas,*sábanas* (sábana),
6311,polo,polo,
6312,podia,*podia* (poder),
6313,perspectiva,perspectiva,
6314,papás,*papás* (papá),
6315,ministerio,ministerio,
6316,gesto,gesto,gesto
6317,gesto,*gesto* (gestar),gestar
6318,fumando,*fumando* (fumar),
6319,disfrutando,*disfrutando* (disfrutar),
6320,debas,*debas* (deber),
6321,culpar,culpar,
6322,atreve,*atreve* (atrever),
6323,arriesgar,arriesgar,
6324,arabia,*arabia* (Arabia),Arabia
6325,arabia,*arabia* (arabio),arabio
6326,vital,vital,
6327,túneles,*túneles* (túnel),
6328,transferencia,transferencia,
6329,suicidó,*suicidó* (suicidar),
6330,sucios,*sucios* (sucio),
6331,seguida,*seguida* (en),en
6332,seguida,seguida,seguida
6333,seguida,*seguida* (seguido),seguido
6334,seguida,*seguida* (seguir),seguir
6335,regresamos,*regresamos* (regresar),
6336,recibirá,*recibirá* (recibir),
6337,oculto,oculto,oculto
6338,oculto,*oculto* (ocultar),ocultar
6339,honorable,honorable,
6340,hmm,hmm,
6341,generaciones,*generaciones* (generación),
6342,escolar,escolar,
6343,dámela,*dámela* (dar),
6344,controlado,controlado,controlado
6345,controlado,*controlado* (controlar),controlar
6346,constantemente,constantemente,
6347,cheques,*cheques* (cheque),
6348,bromeo,*bromeo* (bromear),
6349,australia,*australia* (Australia),
6350,asegurarnos,*asegurarnos* (asegurar),
6351,apetito,apetito,
6352,vivió,*vivió* (vivir),
6353,vías,*vías* (vía),
6354,piden,*piden* (pedir),
6355,órbita,órbita,
6356,manzanas,*manzanas* (manzana),
6357,interesantes,*interesantes* (interesante),
6358,herir,herir,
6359,exámenes,*exámenes* (examen),
6360,enfadada,*enfadada* (enfadado),enfadado
6361,enfadada,*enfadada* (enfadar),enfadar
6362,cuadras,*cuadras* (cuadra),
6363,cometí,*cometí* (cometer),
6364,colorado,colorado,colorado
6365,colorado,*colorado* (colorar),colorar
6366,asia,*asia* (Asia),
6367,término,término,
6368,síndrome,síndrome,
6369,refrigerador,refrigerador,
6370,ofrezco,*ofrezco* (ofrecer),
6371,mentiste,*mentiste* (mentir),
6372,mecanismo,mecanismo,
6373,manejarlo,*manejarlo* (manejar),
6374,especialista,especialista,
6375,dejarlos,*dejarlos* (dejar),
6376,crucero,crucero,
6377,avísame,*avísame* (avisar),
6378,ardiendo,*ardiendo* (arder),
6379,saludar,saludar,
6380,papito,papito,papito
6381,papito,*papito* (papá),papá
6382,oficio,oficio,
6383,metieron,*metieron* (meter),
6384,estadounidenses,*estadounidenses* (estadounidense),
6385,divertirnos,*divertirnos* (divertir),
6386,cuentan,*cuentan* (contar),
6387,toneladas,*toneladas* (tonelada),
6388,tobillo,tobillo,
6389,técnico,técnico,
6390,saudita,*saudita* (Arabia),Arabia
6391,saudita,*saudita* (Saudita),Saudita
6392,salvador,salvador,
6393,sabré,*sabré* (saber),
6394,presta,*presta* (prestar),
6395,ordenar,ordenar,
6396,naciste,*naciste* (nacer),
6397,mostró,*mostró* (mostrar),
6398,moderna,*moderna* (moderno),
6399,mito,mito,
