,Spanish,show,lemma
5000,corten,*corten* (cortar),cortar
5001,comisión,comisión,comisión
5002,vidrio,vidrio,vidrio
5003,presa,presa,presa
5004,presa,*presa* (preso),preso
5005,ocupados,*ocupados* (ocupado),ocupado
5006,ocupados,*ocupados* (ocupar),ocupar
5007,morfina,morfina,morfina
5008,habrían,*habrían* (haber),haber
5009,columna,columna,columna
5010,sacaron,*sacaron* (sacar),sacar
5011,patas,*patas* (pata),pata
5012,oírme,*oírme* (oír),oír
5013,ocultar,ocultar,ocultar
5014,objeción,objeción,objeción
5015,maneja,*maneja* (manejar),manejar
5016,largas,*largas* (largo),largo
5017,largas,*largas* (largar),largar
5018,generalmente,generalmente,generalmente
5019,fuentes,*fuentes* (fuente),fuente
5020,cubrir,cubrir,cubrir
5021,ataca,*ataca* (atacar),atacar
5022,tenis,tenis,tenis
5023,santos,*santos* (santo),santo
5024,potencial,potencial,potencial
5025,plano,plano,plano
5026,levante,*levante* (levantar),levantar
5027,escala,escala,escala
5028,escala,*escala* (escalar),escalar
5029,enfrentar,enfrentar,enfrentar
5030,cuánta,*cuánta* (cuánto),cuánto
5031,cuánta,*cuánta* (cuanto),cuanto
5032,sobra,sobra,sobra
5033,sobra,*sobra* (sobrar),sobrar
5034,rumor,rumor,rumor
5035,páginas,*páginas* (página),página
5036,órganos,*órganos* (órgano),órgano
5037,león,león,león
5038,entras,*entras* (entrar),entrar
5039,decían,*decían* (decir),decir
5040,chinos,*chinos* (chino),chino
5041,brujas,*brujas* (bruja),bruja
5042,barbara,*barbara* (bárbaro),bárbaro
5043,barbara,*barbara* (Barbara),Barbara
5044,admiro,*admiro* (admirar),admirar
5045,voto,voto,voto
5046,voto,*voto* (votar),votar
5047,volvieron,*volvieron* (volver),volver
5048,suelte,*suelte* (soltar),soltar
5049,reto,reto,reto
5050,reto,*reto* (retar),retar
5051,metes,*metes* (meter),meter
5052,infarto,infarto,infarto
5053,cuyo,cuyo,cuyo
5054,construyó,*construyó* (construir),construir
5055,boleto,boleto,boleto
5056,besar,besar,besar
5057,portal,portal,portal
5058,ponemos,*ponemos* (poner),poner
5059,monte,monte,monte
5060,discusión,discusión,discusión
5061,digno,digno,digno
5062,desean,*desean* (desear),desear
5063,darse,*darse* (dar),dar
5064,considerar,considerar,considerar
5065,bancos,*bancos* (banco),banco
5066,poción,poción,poción
5067,perdóneme,*perdóneme* (perdonar),perdonar
5068,pensabas,*pensabas* (pensar),pensar
5069,generoso,generoso,generoso
5070,estatua,estatua,estatua
5071,convencer,convencer,convencer
5072,conocida,conocida,conocida
5073,conocida,*conocida* (conocido),conocido
5074,conocida,*conocida* (conocer),conocer
5075,comenzamos,*comenzamos* (comenzar),comenzar
5076,aceptado,aceptado,aceptado
5077,aceptado,*aceptado* (aceptar),aceptar
5078,rob,rob,rob
5079,rob,*rob* (Rob),Rob
5080,importar,importar,importar
5081,fracaso,fracaso,fracaso
5082,fracaso,*fracaso* (fracasar),fracasar
5083,ciertos,*ciertos* (cierto),cierto
5084,bomberos,*bomberos* (bombero),bombero
5085,sorprendido,sorprendido,sorprendido
5086,sorprendido,*sorprendido* (sorprender),sorprender
5087,protegido,protegido,protegido
5088,protegido,*protegido* (proteger),proteger
5089,presenta,*presenta* (presentar),presentar
5090,metí,*metí* (meter),meter
5091,entenderlo,*entenderlo* (entender),entender
5092,detengan,*detengan* (detener),detener
5093,conflicto,conflicto,conflicto
5094,códigos,*códigos* (código),código
5095,seco,seco,seco
5096,sabiendo,*sabiendo* (saber),saber
5097,hacerla,*hacerla* (hacer),hacer
5098,graves,*graves* (grave),grave
5099,dejarás,*dejarás* (dejar),dejar
5100,convencido,convencido,convencido
5101,convencido,*convencido* (convencer),convencer
5102,comprende,*comprende* (comprender),comprender
5103,bromas,*bromas* (broma),broma
5104,oyen,*oyen* (oír),oír
5105,moleste,*moleste* (molestar),molestar
5106,mencionar,mencionar,mencionar
5107,gastos,*gastos* (gasto),gasto
5108,estaríamos,*estaríamos* (estar),estar
5109,esperaremos,*esperaremos* (esperar),esperar
5110,encontrarán,*encontrarán* (encontrar),encontrar
5111,billetes,*billetes* (billete),billete
5112,arco,arco,arco
5113,altos,*altos* (alto),alto
5114,actores,*actores* (actor),actor
5115,talvez,talvez,talvez
5116,sitios,*sitios* (sitio),sitio
5117,saluda,*saluda* (saludar),saludar
5118,quejas,*quejas* (queja),queja
5119,quejas,*quejas* (quejar),quejar
5120,planeando,*planeando* (planear),planear
5121,moriremos,*moriremos* (morir),morir
5122,marica,marica,marica
5123,habrías,*habrías* (haber),haber
5124,estarían,*estarían* (estar),estar
5125,dejarán,*dejarán* (dejar),dejar
5126,amantes,*amantes* (amante),amante
5127,acostumbrado,acostumbrado,acostumbrado
5128,acostumbrado,*acostumbrado* (acostumbrar),acostumbrar
5129,torneo,torneo,torneo
5130,torneo,*torneo* (tornear),tornear
5131,planos,*planos* (plano),plano
5132,ordeno,*ordeno* (ordenar),ordenar
5133,miré,*miré* (mirar),mirar
5134,maldicion,*maldicion* (maldición),maldición
5135,kg,kg,kg
5136,kg,*kg* (kilogramo),kilogramo
5137,dirías,*dirías* (decir),decir
5138,confirmado,confirmado,confirmado
5139,confirmado,*confirmado* (confirmar),confirmar
5140,vacas,*vacas* (vaca),vaca
5141,quirófano,quirófano,quirófano
5142,ponerlo,*ponerlo* (poner),poner
5143,origen,origen,origen
5144,fusión,fusión,fusión
5145,deberá,*deberá* (deber),deber
5146,verdaderos,*verdaderos* (verdadero),verdadero
5147,serían,*serían* (ser),ser
5148,seguía,*seguía* (seguir),seguir
5149,sabrán,*sabrán* (saber),saber
5150,pasaje,pasaje,pasaje
5151,necesidades,*necesidades* (necesidad),necesidad
5152,lavado,lavado,lavado
5153,lavado,*lavado* (lavar),lavar
5154,galaxia,galaxia,galaxia
5155,fresca,*fresca* (fresco),fresco
5156,doloroso,doloroso,doloroso
5157,comenzado,*comenzado* (comenzar),comenzar
5158,uñas,*uñas* (uña),uña
5159,trajes,*trajes* (traje),traje
5160,perfil,perfil,perfil
5161,necesitará,*necesitará* (necesitar),necesitar
5162,manejando,*manejando* (manejar),manejar
5163,lola,lola,lola
5164,lola,*lola* (lolo),lolo
5165,lola,*lola* (Lola),Lola
5166,lentes,*lentes* (lente),lente
5167,lentes,lentes,lentes
5168,engañar,engañar,engañar
5169,cállense,*cállense* (callar),callar
5170,bate,bate,bate
5171,bate,*bate* (batir),batir
5172,automático,automático,automático
5173,tuyas,*tuyas* (tuyo),tuyo
5174,quedarás,*quedarás* (quedar),quedar
