,Spanish,show,lemma
300,puerta,puerta,puerta
301,ves,*ves* (ver),ver
302,vaya,*vaya* (ir),ir
303,ah,ah,ah
304,suerte,suerte,suerte
305,eh,eh,eh
306,rápido,rápido,rápido
307,cuenta,*cuenta* (contar),contar
308,cuenta,cuenta,cuenta
309,quizás,quizás,quizás
310,esas,*esas* (ese),ese
311,pues,pues,pues
312,pasado,*pasado* (pasar),pasar
313,pasado,pasado,pasado
314,pensé,*pensé* (pensar),pensar
315,todavía,todavía,todavía
316,hermano,hermano,hermano
317,debes,*debes* (deber),deber
318,casi,casi,casi
319,forma,forma,forma
320,aqui,*aqui* (aquí),aquí
321,chico,chico,chico
322,ok,ok,ok
323,dicho,*dicho* (decir),decir
324,dicho,dicho,dicho
325,nueva,*nueva* (nuevo),nuevo
326,nueva,nueva,nueva
327,sabía,*sabía* (saber),saber
328,muchas,*muchas* (mucho),mucho
329,dentro,dentro,dentro
330,hice,*hice* (hacer),hacer
331,contra,contra,contra
332,auto,auto,auto
333,camino,camino,camino
334,camino,*camino* (caminar),caminar
335,ayuda,ayuda,ayuda
336,ayuda,*ayuda* (ayudar),ayudar
337,primera,*primera* (primero),primero
338,primera,primera,primera
339,hacia,hacia,hacia
340,vi,*vi* (ver),ver
341,miedo,miedo,miedo
342,adiós,adiós,adiós
343,primero,primero,primero
344,debería,*debería* (deber),deber
345,poder,poder,poder
346,niños,*niños* (niño),niño
347,sería,*sería* (ser),ser
348,historia,historia,historia
349,hey,hey,hey
350,mientras,mientras,mientras
351,ciudad,ciudad,ciudad
352,dijiste,*dijiste* (decir),decir
353,espero,*espero* (esperar),esperar
354,cuánto,cuánto,cuánto
355,esposa,esposa,esposa
356,esposa,*esposa* (esposar),esposar
357,pronto,pronto,pronto
358,chicos,*chicos* (chico),chico
359,cualquier,cualquier,cualquier
360,viejo,viejo,viejo
361,debemos,*debemos* (deber),deber
362,deja,*deja* (dejar),dejar
363,año,año,año
364,muerte,muerte,muerte
365,hablando,*hablando* (hablar),hablar
366,manos,*manos* (mano),mano
367,da,*da* (dar),dar
368,loco,loco,loco
369,problemas,*problemas* (problema),problema
370,mano,mano,mano
371,guerra,guerra,guerra
372,semana,semana,semana
373,pasar,pasar,pasar
374,vale,*vale* (valer),valer
375,vale,vale,vale
376,cuál,cuál,cuál
377,viene,*viene* (venir),venir
378,volver,volver,volver
379,toma,*toma* (tomar),tomar
380,caso,caso,caso
381,caso,*caso* (casar),casar
382,agua,agua,agua
383,haré,*haré* (hacer),hacer
384,vete,*vete* (ir),ir
385,entiendo,*entiendo* (entender),entender
386,horas,*horas* (hora),hora
387,personas,*personas* (persona),persona
388,capitán,capitán,capitán
389,adelante,adelante,adelante
390,niño,niño,niño
391,listo,listo,listo
392,noches,*noches* (noche),noche
393,buenos,*buenos* (bueno),bueno
394,iba,*iba* (ir),ir
395,juntos,*juntos* (junto),junto
396,dame,*dame* (dar),dar
397,único,único,único
398,déjame,*déjame* (dejar),dejar
399,cerca,cerca,cerca
