,Spanish,show,lemma
3700,preferiría,*preferiría* (preferir),
3701,podían,*podían* (poder),
3702,olvidó,*olvidó* (olvidar),
3703,entramos,*entramos* (entrar),
3704,ejercito,*ejercito* (ejercitar),ejercitar
3705,ejercito,*ejercito* (ejército),ejército
3706,división,división,
3707,sector,sector,
3708,perdedor,perdedor,
3709,patrón,patrón,
3710,encontrará,*encontrará* (encontrar),
3711,crema,crema,
3712,planeado,planeado,planeado
3713,planeado,*planeado* (planear),planear
3714,mantenga,*mantenga* (mantener),
3715,juguete,juguete,
3716,técnica,técnica,
3717,nacimiento,nacimiento,
3718,esperaré,*esperaré* (esperar),
3719,termino,*termino* (terminar),
3720,matas,*matas* (matar),
3721,entrado,*entrado* (entrar),
3722,destruido,destruido,destruido
3723,destruido,*destruido* (destruir),destruir
3724,daremos,*daremos* (dar),
3725,circo,circo,
3726,ascensor,ascensor,
3727,aca,*aca* (acá),
3728,investigar,investigar,
3729,encuentren,*encuentren* (encontrar),
3730,archivo,archivo,
3731,salve,*salve* (salvar),
3732,presentar,presentar,
3733,logro,logro,logro
3734,logro,*logro* (lograr),lograr
3735,intentas,*intentas* (intentar),
3736,encargaré,*encargaré* (encargar),
3737,armado,armado,armado
3738,armado,*armado* (armar),armar
3739,apuestas,*apuestas* (apuesta),apuesta
3740,apuestas,*apuestas* (apostar),apostar
3741,arrestado,arrestado,arrestado
3742,arrestado,*arrestado* (arrestar),arrestar
3743,unión,unión,
3744,permanecer,permanecer,
3745,muéstrame,*muéstrame* (mostrar),
3746,móvil,móvil,
3747,dificil,*dificil* (difícil),
3748,casados,*casados* (casado),casado
3749,casados,*casados* (casar),casar
3750,cañón,cañón,
3751,tribunal,tribunal,
3752,sepan,*sepan* (saber),
3753,satélite,satélite,
3754,recuerden,*recuerden* (recordar),
3755,intentaré,*intentaré* (intentar),
3756,falsa,falsa,falsa
3757,falsa,*falsa* (falso),falso
3758,coca,coca,
3759,símbolo,símbolo,
3760,rocas,*rocas* (roca),
3761,putas,*putas* (puta),
3762,pendejo,pendejo,
3763,mátalo,*mátalo* (matar),
3764,judío,judío,
3765,estando,*estando* (estar),
3766,subtítulos,*subtítulos* (subtítulo),
3767,gritando,*gritando* (gritar),
3768,dejemos,*dejemos* (dejar),
3769,científicos,*científicos* (científico),
3770,bebiendo,*bebiendo* (beber),
3771,saque,*saque* (sacar),
3772,metal,metal,
3773,despedida,despedida,despedida
3774,despedida,*despedida* (despedido),despedido
3775,despedida,*despedida* (despedir),despedir
3776,golf,golf,
3777,empiece,*empiece* (empezar),
3778,defender,defender,
3779,crecer,crecer,
3780,rota,*rota* (roto),
3781,sentimos,*sentimos* (sentir),
3782,guerreros,*guerreros* (guerrero),
3783,echa,*echa* (echar),
3784,comunicación,comunicación,
3785,probado,*probado* (probar),
3786,pensarlo,*pensarlo* (pensar),
3787,háblame,*háblame* (hablar),
3788,detenido,detenido,detenido
3789,detenido,*detenido* (detener),detener
3790,sabría,*sabría* (saber),
3791,muertes,*muertes* (muerte),
3792,movimientos,*movimientos* (movimiento),
3793,prohibido,prohibido,prohibido
3794,prohibido,*prohibido* (prohibir),prohibir
3795,pájaros,*pájaros* (pájaro),
3796,cargar,cargar,
3797,podíamos,*podíamos* (poder),
3798,junior,junior,
3799,imágenes,*imágenes* (imagen),
