,Spanish,show,lemma
5100,convencido,convencido,convencido
5101,convencido,*convencido* (convencer),convencer
5102,comprende,*comprende* (comprender),
5103,bromas,*bromas* (broma),
5104,oyen,*oyen* (oír),
5105,moleste,*moleste* (molestar),
5106,mencionar,mencionar,
5107,gastos,*gastos* (gasto),
5108,estaríamos,*estaríamos* (estar),
5109,esperaremos,*esperaremos* (esperar),
5110,encontrarán,*encontrarán* (encontrar),
5111,billetes,*billetes* (billete),
5112,arco,arco,
5113,altos,*altos* (alto),
5114,actores,*actores* (actor),
5115,talvez,talvez,
5116,sitios,*sitios* (sitio),
5117,saluda,*saluda* (saludar),
5118,quejas,*quejas* (queja),queja
5119,quejas,*quejas* (quejar),quejar
5120,planeando,*planeando* (planear),
5121,moriremos,*moriremos* (morir),
5122,marica,marica,
5123,habrías,*habrías* (haber),
5124,estarían,*estarían* (estar),
5125,dejarán,*dejarán* (dejar),
5126,amantes,*amantes* (amante),
5127,acostumbrado,acostumbrado,acostumbrado
5128,acostumbrado,*acostumbrado* (acostumbrar),acostumbrar
5129,torneo,torneo,torneo
5130,torneo,*torneo* (tornear),tornear
5131,planos,*planos* (plano),
5132,ordeno,*ordeno* (ordenar),
5133,miré,*miré* (mirar),
5134,maldicion,*maldicion* (maldición),
5135,kg,kg,kg
5136,kg,*kg* (kilogramo),kilogramo
5137,dirías,*dirías* (decir),
5138,confirmado,confirmado,confirmado
5139,confirmado,*confirmado* (confirmar),confirmar
5140,vacas,*vacas* (vaca),
5141,quirófano,quirófano,
5142,ponerlo,*ponerlo* (poner),
5143,origen,origen,
5144,fusión,fusión,
5145,deberá,*deberá* (deber),
5146,verdaderos,*verdaderos* (verdadero),
5147,serían,*serían* (ser),
5148,seguía,*seguía* (seguir),
5149,sabrán,*sabrán* (saber),
5150,pasaje,pasaje,
5151,necesidades,*necesidades* (necesidad),
5152,lavado,lavado,lavado
5153,lavado,*lavado* (lavar),lavar
5154,galaxia,galaxia,
5155,fresca,*fresca* (fresco),
5156,doloroso,doloroso,
5157,comenzado,*comenzado* (comenzar),
5158,uñas,*uñas* (uña),
5159,trajes,*trajes* (traje),
5160,perfil,perfil,
5161,necesitará,*necesitará* (necesitar),
5162,manejando,*manejando* (manejar),
5163,lola,lola,lola
5164,lola,*lola* (lolo),lolo
5165,lola,*lola* (Lola),Lola
5166,lentes,*lentes* (lente),lente
5167,lentes,lentes,lentes
5168,engañar,engañar,
5169,cállense,*cállense* (callar),
5170,bate,bate,bate
5171,bate,*bate* (batir),batir
5172,automático,automático,
5173,tuyas,*tuyas* (tuyo),
5174,quedarás,*quedarás* (quedar),
5175,profunda,*profunda* (profundo),
5176,piensen,*piensen* (pensar),
5177,permiten,*permiten* (permitir),
5178,heredero,heredero,
5179,entraron,*entraron* (entrar),
5180,canadá,*canadá* (Canadá),
5181,caminos,*caminos* (camino),
5182,sintió,*sintió* (sentir),
5183,robé,*robé* (robar),
5184,porno,porno,
5185,lejano,lejano,
5186,intercambio,intercambio,intercambio
5187,intercambio,*intercambio* (intercambiar),intercambiar
5188,hojas,*hojas* (hoja),
5189,dispare,*dispare* (disparar),
5190,cuan,cuan,
5191,champaña,champaña,
5192,atractiva,*atractiva* (atractivo),
5193,terminal,terminal,
5194,rita,*rita* (rito),rito
5195,rita,*rita* (Rita),Rita
5196,poesía,poesía,
5197,pierda,*pierda* (perder),
5198,expertos,*expertos* (experto),
5199,ensalada,ensalada,
