,Spanish,show,lemma
1900,interior,interior,
1901,hechos,*hechos* (hecho),hecho
1902,hechos,*hechos* (hacer),hacer
1903,piedra,piedra,
1904,jodido,jodido,jodido
1905,jodido,*jodido* (joder),joder
1906,militar,militar,
1907,computadora,computadora,
1908,encantaría,*encantaría* (encantar),
1909,siga,*siga* (seguir),
1910,silla,silla,
1911,movimiento,movimiento,
1912,momentos,*momentos* (momento),
1913,familiar,familiar,
1914,apartamento,apartamento,
1915,disparar,disparar,
1916,tesoro,tesoro,
1917,perfecta,*perfecta* (perfecto),
1918,refiero,*refiero* (referir),
1919,motivo,motivo,
1920,dará,*dará* (dar),
1921,nuevas,*nuevas* (nuevo),
1922,mr,*mr* (mister),
1923,querer,querer,
1924,matarlo,*matarlo* (matar),
1925,valiente,valiente,
1926,víctima,víctima,
1927,tendrán,*tendrán* (tener),
1928,estúpida,*estúpida* (estúpido),
1929,envió,*envió* (enviar),
1930,encantado,encantado,encantado
1931,encantado,*encantado* (encantar),encantar
1932,diario,diario,
1933,abran,*abran* (abrir),
1934,sentí,*sentí* (sentir),
1935,autobús,autobús,
1936,traído,*traído* (traer),
1937,casas,*casas* (casa),casa
1938,casas,*casas* (casar),casar
1939,apúrate,*apúrate* (apurar),
1940,encuentras,*encuentras* (encontrar),
1941,descanso,descanso,descanso
1942,descanso,*descanso* (descansar),descansar
1943,sheriff,sheriff,
1944,mueve,*mueve* (mover),
1945,inglaterra,*inglaterra* (Inglaterra),
1946,quieto,quieto,
1947,matarte,*matarte* (matar),
1948,calles,*calles* (calle),calle
1949,calles,*calles* (callar),callar
1950,tamaño,tamaño,
1951,colegio,colegio,
1952,usando,*usando* (usar),
1953,cabo,cabo,
1954,video,video,
1955,toques,*toques* (toque),toque
1956,toques,*toques* (tocar),tocar
1957,pelota,pelota,
1958,yendo,*yendo* (ir),
1959,directo,directo,
1960,termine,*termine* (terminar),
1961,vivos,*vivos* (vivo),
1962,sombrero,sombrero,
1963,tomé,*tomé* (tomar),
1964,estudio,estudio,estudio
1965,estudio,*estudio* (estudiar),estudiar
1966,grave,grave,
1967,protección,protección,
1968,secretos,*secretos* (secreto),
1969,perdiendo,*perdiendo* (perder),
1970,pecho,pecho,
1971,sepas,*sepas* (saber),
1972,enferma,*enferma* (enfermo),
1973,cuesta,cuesta,cuesta
1974,cuesta,*cuesta* (costar),costar
1975,negros,*negros* (negro),
1976,estrellas,*estrellas* (estrella),estrella
1977,estrellas,*estrellas* (estrellar),estrellar
1978,lago,lago,
1979,clases,*clases* (clase),
1980,obviamente,obviamente,
1981,inmediato,inmediato,
1982,modos,*modos* (modo),
1983,irás,*irás* (ir),
1984,robo,robo,robo
1985,robo,*robo* (robar),robar
1986,mataré,*mataré* (matar),
1987,seria,*seria* (ser),
1988,apoyo,apoyo,apoyo
1989,apoyo,*apoyo* (apoyar),apoyar
1990,cerrar,cerrar,
1991,imagino,*imagino* (imaginar),
1992,amenaza,amenaza,amenaza
1993,amenaza,*amenaza* (amenazar),amenazar
1994,toque,toque,toque
1995,toque,*toque* (tocar),tocar
1996,saca,*saca* (sacar),
1997,viernes,viernes,
1998,hayan,*hayan* (haber),
1999,roto,roto,roto
