,Spanish,show,lemma
3500,pusiste,*pusiste* (poner),poner
3501,peligrosa,*peligrosa* (peligroso),peligroso
3502,militares,*militares* (militar),militar
3503,jodida,*jodida* (joder),joder
3504,jodida,*jodida* (jodido),jodido
3505,coincidencia,coincidencia,coincidencia
3506,bandera,bandera,bandera
3507,adivinar,adivinar,adivinar
3508,tubo,tubo,tubo
3509,partida,partida,partida
3510,partida,*partida* (partido),partido
3511,partida,*partida* (partir),partir
3512,opciones,*opciones* (opción),opción
3513,llamaron,*llamaron* (llamar),llamar
3514,hombro,hombro,hombro
3515,vampiros,*vampiros* (vampiro),vampiro
3516,sabían,*sabían* (saber),saber
3517,recibió,*recibió* (recibir),recibir
3518,jugadores,*jugadores* (jugador),jugador
3519,celebrar,celebrar,celebrar
3520,armario,armario,armario
3521,tetas,*tetas* (teta),teta
3522,paliza,paliza,paliza
3523,sabor,sabor,sabor
3524,míralo,*míralo* (mirar),mirar
3525,lata,lata,lata
3526,héroes,*héroes* (héroe),héroe
3527,serpiente,serpiente,serpiente
3528,escribí,*escribí* (escribir),escribir
3529,comité,comité,comité
3530,bendiga,*bendiga* (bendecir),bendecir
3531,terminé,*terminé* (terminar),terminar
3532,oyó,*oyó* (oír),oír
3533,imaginación,imaginación,imaginación
3534,funcionó,*funcionó* (funcionar),funcionar
3535,bello,bello,bello
3536,hígado,hígado,hígado
3537,cierre,cierre,cierre
3538,cierre,*cierre* (cerrar),cerrar
3539,cabina,cabina,cabina
3540,queríamos,*queríamos* (querer),querer
3541,pasas,*pasas* (pasar),pasar
3542,pasas,*pasas* (pasa),pasa
3543,mantente,*mantente* (mantener),mantener
3544,japón,*japón* (Japón),Japón
3545,deseos,*deseos* (deseo),deseo
3546,cuéntame,*cuéntame* (contar),contar
3547,rastro,rastro,rastro
3548,compró,*compró* (comprar),comprar
3549,anterior,anterior,anterior
3550,acero,acero,acero
3551,desnudo,desnudo,desnudo
3552,desnudo,*desnudo* (desnudar),desnudar
3553,comisario,comisario,comisario
3554,refuerzos,*refuerzos* (refuerzo),refuerzo
3555,preparar,preparar,preparar
3556,perdidos,*perdidos* (perdido),perdido
3557,perdidos,*perdidos* (perder),perder
3558,pagaré,*pagaré* (pagar),pagar
3559,huevo,huevo,huevo
3560,entrando,*entrando* (entrar),entrar
3561,armada,armada,armada
3562,armada,*armada* (armado),armado
3563,armada,*armada* (armar),armar
3564,trate,*trate* (tratar),tratar
3565,supo,*supo* (saber),saber
3566,bromeas,*bromeas* (bromear),bromear
3567,verdaderamente,verdaderamente,verdaderamente
3568,miro,*miro* (mirar),mirar
3569,límite,límite,límite
3570,esperemos,*esperemos* (esperar),esperar
3571,sacado,sacado,sacado
