,Spanish,show,lemma
3100,maestra,*maestra* (maestro),maestro
3101,pieza,pieza,
3102,cargos,*cargos* (cargo),
3103,bombas,*bombas* (bomba),
3104,alcohol,alcohol,
3105,trataba,*trataba* (tratar),
3106,salen,*salen* (salir),
3107,pizza,pizza,
3108,recibí,*recibí* (recibir),
3109,junta,junta,junta
3110,junta,*junta* (juntar),juntar
3111,criaturas,*criaturas* (criatura),
3112,apareció,*apareció* (aparecer),
3113,actitud,actitud,
3114,gira,gira,gira
3115,gira,*gira* (girar),girar
3116,cristal,cristal,
3117,encuentran,*encuentran* (encontrar),
3118,dejarte,*dejarte* (dejar),
3119,caído,caído,caído
3120,caído,*caído* (caer),caer
3121,ultima,*ultima* (último),
3122,sensación,sensación,
3123,seguido,seguido,seguido
3124,seguido,*seguido* (seguir),seguir
3125,puro,puro,
3126,whisky,whisky,
3127,vernos,*vernos* (ver),
3128,pantalla,pantalla,
3129,bebida,bebida,bebida
3130,bebida,*bebida* (beber),beber
3131,estudiar,estudiar,
3132,ducha,ducha,ducha
3133,ducha,*ducha* (duchar),duchar
3134,despedido,despedido,despedido
3135,despedido,*despedido* (despedir),despedir
3136,consiguió,*consiguió* (conseguir),
3137,venía,*venía* (venir),
3138,pagan,*pagan* (pagar),
3139,discúlpame,*discúlpame* (disculpar),
3140,artículo,artículo,
3141,aparentemente,aparentemente,
3142,ambas,*ambas* (ambos),
3143,trauma,trauma,
3144,pusieron,*pusieron* (poner),
3145,fiestas,*fiestas* (fiesta),
3146,contesta,*contesta* (contestar),
3147,contenta,*contenta* (contento),contento
3148,contenta,*contenta* (contentar),contentar
3149,ambiente,ambiente,
3150,prometí,*prometí* (prometer),
3151,llegando,*llegando* (llegar),
3152,mostraré,*mostraré* (mostrar),
3153,deba,*deba* (deber),
3154,berlín,*berlín* (Berlín),
3155,nerviosa,*nerviosa* (nervioso),
3156,hallar,hallar,
3157,dudas,*dudas* (duda),duda
3158,dudas,*dudas* (dudar),dudar
3159,llegan,*llegan* (llegar),
3160,instrucciones,*instrucciones* (instrucción),
3161,baje,*baje* (bajar),
3162,vinimos,*vinimos* (venir),
3163,ritmo,ritmo,
3164,quédense,*quédense* (quedar),
3165,suponía,*suponía* (suponer),
3166,pistas,*pistas* (pista),
3167,palacio,palacio,
3168,encontraré,*encontraré* (encontrar),
3169,venta,venta,
3170,urgente,urgente,
3171,tomamos,*tomamos* (tomar),
3172,salí,*salí* (salir),
3173,cuerda,cuerda,cuerda
3174,cuerda,*cuerda* (cuerdo),cuerdo
3175,vendría,*vendría* (venir),
3176,pasaba,*pasaba* (pasar),
3177,instante,instante,
3178,almas,*almas* (alma),
3179,suficientes,*suficientes* (suficiente),
3180,secundaria,*secundaria* (secundario),
3181,saltar,saltar,
3182,queria,*queria* (querer),
3183,quedarnos,*quedarnos* (quedar),
3184,molesto,molesto,molesto
3185,molesto,*molesto* (molestar),molestar
3186,colina,colina,
3187,porquería,porquería,
3188,sienten,*sienten* (sentir),sentir
3189,sienten,*sienten* (sentar),sentar
3190,pondrá,*pondrá* (poner),
3191,terroristas,*terroristas* (terrorista),
3192,empecé,*empecé* (empezar),
3193,pongan,*pongan* (poner),
3194,moto,moto,
3195,opinas,*opinas* (opinar),
3196,habilidad,habilidad,
3197,entren,*entren* (entrar),
3198,descubierto,descubierto,descubierto
3199,descubierto,*descubierto* (descubrir),descubrir
