,Spanish,show,lemma
4250,consciente,consciente,consciente
4251,tranquilízate,*tranquilízate* (tranquilizar),tranquilizar
4252,suyos,*suyos* (suyo),suyo
4253,residencia,residencia,residencia
4254,máxima,*máxima* (máximo),máximo
4255,llevarla,*llevarla* (llevar),llevar
4256,grasa,grasa,grasa
4257,células,*células* (célula),célula
4258,retrocedan,*retrocedan* (retroceder),retroceder
4259,recepción,recepción,recepción
4260,medicinas,*medicinas* (medicina),medicina
4261,explotar,explotar,explotar
4262,corona,corona,corona
4263,callate,*callate* (callar),callar
4264,calidad,calidad,calidad
4265,ayúdeme,*ayúdeme* (ayudar),ayudar
4266,asesina,asesina,asesina
4267,asesina,*asesina* (asesino),asesino
4268,asesina,*asesina* (asesinar),asesinar
4269,absurdo,absurdo,absurdo
4270,revés,revés,revés
4271,producto,producto,producto
4272,encontrarla,*encontrarla* (encontrar),encontrar
4273,dj,*dj* (DJ),DJ
4274,descansa,*descansa* (descansar),descansar
4275,copias,*copias* (copia),copia
4276,apagar,apagar,apagar
4277,profesionales,*profesionales* (profesional),profesional
4278,práctica,práctica,práctica
4279,investigando,*investigando* (investigar),investigar
4280,francamente,francamente,francamente
4281,afganistán,*afganistán* (Afganistán),Afganistán
4282,vecino,vecino,vecino
4283,trozo,trozo,trozo
4284,tómate,*tómate* (tomar),tomar
4285,tómate,*tómate* (tomate),tomate
4286,tercero,tercero,tercero
4287,sirven,*sirven* (servir),servir
4288,saquen,*saquen* (sacar),sacar
4289,manual,manual,manual
4290,enciende,*enciende* (encender),encender
4291,cercano,cercano,cercano
4292,bailando,*bailando* (bailar),bailar
4293,atras,*atras* (atrás),atrás
4294,usarlo,*usarlo* (usar),usar
4295,telefono,*telefono* (teléfono),teléfono
4296,registros,*registros* (registro),registro
4297,ponlo,*ponlo* (poner),poner
4298,pasta,pasta,pasta
4299,pasta,*pasta* (pastar),pastar
4300,lleguen,*lleguen* (llegar),llegar
4301,saliste,*saliste* (salir),salir
4302,sabrás,*sabrás* (saber),saber
4303,limpieza,limpieza,limpieza
4304,estadounidense,estadounidense,estadounidense
4305,enojada,*enojada* (enojado),enojado
4306,enojada,*enojada* (enojar),enojar
4307,desafortunadamente,desafortunadamente,desafortunadamente
4308,conoció,*conoció* (conocer),conocer
4309,pinta,pinta,pinta
4310,pinta,*pinta* (pintar),pintar
4311,matamos,*matamos* (matar),matar
4312,funcionan,*funcionan* (funcionar),funcionar
4313,cocinar,cocinar,cocinar
4314,cima,cima,cima
4315,atractivo,atractivo,atractivo
4316,preguntes,*preguntes* (preguntar),preguntar
4317,necesitaré,*necesitaré* (necesitar),necesitar
4318,lleguemos,*lleguemos* (llegar),llegar
4319,interrumpir,interrumpir,interrumpir
4320,haberla,*haberla* (haber),haber
4321,apropiado,apropiado,apropiado
4322,presentimiento,presentimiento,presentimiento
4323,intentamos,*intentamos* (intentar),intentar
4324,finales,*finales* (final),final
4325,evitarlo,*evitarlo* (evitar),evitar
4326,enviaré,*enviaré* (enviar),enviar
4327,deporte,deporte,deporte
4328,bajando,*bajando* (bajar),bajar
4329,sucia,*sucia* (sucio),sucio
4330,recibimos,*recibimos* (recibir),recibir
4331,pastillas,*pastillas* (pastilla),pastilla
4332,ceremonia,ceremonia,ceremonia
4333,tina,tina,tina
4334,muelle,muelle,muelle
4335,maletas,*maletas* (maleta),maleta
4336,hijas,*hijas* (hija),hija
4337,desconocido,desconocido,desconocido
4338,desconocido,*desconocido* (desconocer),desconocer
4339,conseguiré,*conseguiré* (conseguir),conseguir
4340,refugio,refugio,refugio
4341,refugio,*refugio* (refugiar),refugiar
4342,imagina,*imagina* (imaginar),imaginar
4343,franceses,*franceses* (francés),francés
4344,convertirse,*convertirse* (convertir),convertir
4345,arruinado,arruinado,arruinado
4346,arruinado,*arruinado* (arruinar),arruinar
4347,vomitar,vomitar,vomitar
4348,pasajeros,*pasajeros* (pasajero),pasajero
4349,normales,*normales* (normal),normal
4350,disfraz,disfraz,disfraz
4351,continúe,*continúe* (continuar),continuar
4352,arreglado,arreglado,arreglado
4353,arreglado,*arreglado* (arreglar),arreglar
4354,aprende,*aprende* (aprender),aprender
4355,venimos,*venimos* (venir),venir
4356,tenerte,*tenerte* (tener),tener
4357,seguirá,*seguirá* (seguir),seguir
4358,razonable,razonable,razonable
4359,puesta,puesta,puesta
4360,puesta,*puesta* (puesto),puesto
4361,puesta,*puesta* (poner),poner
4362,masaje,masaje,masaje
4363,lágrimas,*lágrimas* (lágrima),lágrima
4364,gustaria,*gustaria* (gustar),gustar
4365,extranjero,extranjero,extranjero
4366,dejaremos,*dejaremos* (dejar),dejar
4367,apellido,apellido,apellido
4368,alguacil,alguacil,alguacil
4369,temporal,temporal,temporal
4370,rompe,*rompe* (romper),romper
4371,mayo,mayo,mayo
4372,egoísta,egoísta,egoísta
4373,aceite,aceite,aceite
4374,platos,*platos* (plato),plato
4375,miércoles,miércoles,miércoles
4376,indios,*indios* (indio),indio
4377,decimos,*decimos* (decir),decir
4378,bolsas,*bolsas* (bolsa),bolsa
4379,anuncio,anuncio,anuncio
4380,tirado,tirado,tirado
4381,tirado,*tirado* (tirar),tirar
4382,notado,notado,notado
4383,notado,*notado* (notar),notar
4384,mutantes,*mutantes* (mutante),mutante
4385,imaginas,*imaginas* (imaginar),imaginar
4386,habitaciones,*habitaciones* (habitación),habitación
4387,grecia,*grecia* (Grecia),Grecia
4388,entré,*entré* (entrar),entrar
4389,díselo,*díselo* (decir),decir
4390,césar,césar,césar
4391,césar,*césar* (César),César
4392,comprado,comprado,comprado
4393,comprado,*comprado* (comprar),comprar
4394,cocaína,cocaína,cocaína
4395,amarillo,amarillo,amarillo
4396,acabará,*acabará* (acabar),acabar
4397,suceda,*suceda* (suceder),suceder
4398,mentes,*mentes* (mente),mente
4399,maldad,maldad,maldad
