,Spanish,show,lemma
500,primer,*primer* (primero),primero
501,trabajar,trabajar,trabajar
502,e,*e* (y),y
503,hagas,*hagas* (hacer),hacer
504,alto,alto,alto
505,maldita,*maldita* (maldito),maldito
506,comer,comer,comer
507,número,número,número
508,dar,dar,dar
509,necesitas,*necesitas* (necesitar),necesitar
510,oportunidad,oportunidad,oportunidad
511,punto,punto,punto
512,misma,*misma* (mismo),mismo
513,última,*última* (último),último
514,afuera,afuera,afuera
515,mujeres,*mujeres* (mujer),mujer
516,pensar,pensar,pensar
517,fueron,*fueron* (ir),ir
518,fueron,*fueron* (ser),ser
519,difícil,difícil,difícil
520,vivir,vivir,vivir
521,paso,paso,paso
522,paso,*paso* (pasar),pasar
523,malo,malo,malo
524,estabas,*estabas* (estar),estar
525,vivo,*vivo* (vivir),vivir
526,vivo,vivo,vivo
527,haga,*haga* (hacer),hacer
528,queda,*queda* (quedar),quedar
529,hijos,*hijos* (hijo),hijo
530,mayor,mayor,mayor
531,fiesta,fiesta,fiesta
532,hacen,*hacen* (hacer),hacer
533,medio,medio,medio
534,algunas,*algunas* (alguno),alguno
535,basta,*basta* (bastar),bastar
536,arma,arma,arma
537,arma,*arma* (armar),armar
538,vino,*vino* (venir),venir
539,vino,vino,vino
540,meses,*meses* (mes),mes
541,cuarto,cuarto,cuarto
542,éste,*éste* (este),este
543,escuela,escuela,escuela
544,esté,*esté* (estar),estar
545,dólares,*dólares* (dólar),dólar
546,tío,tío,tío
547,posible,posible,posible
548,tuve,*tuve* (tener),tener
549,fácil,fácil,fácil
550,preocupes,*preocupes* (preocupar),preocupar
551,luz,luz,luz
552,eran,*eran* (ser),ser
553,carajo,carajo,carajo
554,final,final,final
555,lista,lista,lista
556,lista,*lista* (listo),listo
557,trata,*trata* (tratar),tratar
558,armas,*armas* (arma),arma
559,armas,*armas* (armar),armar
560,hermana,hermana,hermana
561,exactamente,exactamente,exactamente
562,chicas,*chicas* (chica),chica
563,podía,*podía* (poder),poder
564,bastante,bastante,bastante
565,seguridad,seguridad,seguridad
566,pasando,*pasando* (pasar),pasar
567,esperando,*esperando* (esperar),esperar
568,acá,acá,acá
569,teléfono,teléfono,teléfono
570,perro,perro,perro
571,fuego,fuego,fuego
572,murió,*murió* (morir),morir
573,tampoco,tampoco,tampoco
574,sola,*sola* (solo),solo
575,estuvo,*estuvo* (estar),estar
576,verte,*verte* (ver),ver
577,iré,*iré* (ir),ir
578,tenido,*tenido* (tener),tener
579,culpa,culpa,culpa
580,culpa,*culpa* (culpar),culpar
581,veras,veras,veras
582,adónde,adónde,adónde
583,buscando,*buscando* (buscar),buscar
584,cuanto,cuanto,cuanto
585,padres,*padres* (padre),padre
586,paz,paz,paz
587,demonios,*demonios* (demonio),demonio
588,estará,*estará* (estar),estar
589,cual,cual,cual
590,perdón,perdón,perdón
591,asi,*asi* (así),así
592,jugar,jugar,jugar
593,pensando,*pensando* (pensar),pensar
594,esperar,esperar,esperar
595,sabemos,*sabemos* (saber),saber
596,recuerdo,recuerdo,recuerdo
597,recuerdo,*recuerdo* (recordar),recordar
598,par,par,par
599,joven,joven,joven
