,Spanish,show,lemma
2500,campamento,campamento,
2501,responde,*responde* (responder),
2502,escuchaste,*escuchaste* (escuchar),
2503,debiste,*debiste* (deber),
2504,adios,*adios* (adiós),
2505,viven,*viven* (vivir),
2506,recoger,recoger,
2507,preguntarte,*preguntarte* (preguntar),
2508,compras,*compras* (compra),compra
2509,compras,*compras* (comprar),comprar
2510,cansada,*cansada* (cansado),cansado
2511,cansada,*cansada* (cansar),cansar
2512,elegir,elegir,
2513,cáncer,cáncer,
2514,servir,servir,
2515,pata,pata,
2516,huir,huir,
2517,útil,útil,
2518,grados,*grados* (grado),
2519,atacar,atacar,
2520,recién,recién,
2521,querría,*querría* (querer),
2522,guapo,guapo,
2523,alcance,alcance,alcance
2524,alcance,*alcance* (alcanzar),alcanzar
2525,dejame,*dejame* (dejar),
2526,quedamos,*quedamos* (quedar),
2527,llegará,*llegará* (llegar),
2528,seremos,*seremos* (ser),
2529,desierto,desierto,
2530,licencia,licencia,
2531,trató,*trató* (tratar),
2532,proceso,proceso,proceso
2533,proceso,*proceso* (procesar),procesar
2534,llevado,*llevado* (llevar),
2535,durmiendo,*durmiendo* (dormir),
2536,tensión,tensión,
2537,martes,martes,
2538,kilómetros,*kilómetros* (kilómetro),
2539,cartera,cartera,
2540,tráfico,tráfico,
2541,guarda,*guarda* (guardar),
2542,impresionante,impresionante,
2543,víctimas,*víctimas* (víctima),
2544,ricos,*ricos* (rico),
2545,primeros,*primeros* (primero),
2546,dejamos,*dejamos* (dejar),
2547,tomen,*tomen* (tomar),
2548,iguales,*iguales* (igual),
2549,domingo,domingo,
2550,crear,crear,
2551,quedará,*quedará* (quedar),
2552,pérdida,pérdida,
2553,extra,extra,
2554,fuese,*fuese* (ser),ser
2555,fuese,*fuese* (ir),ir
2556,confío,*confío* (confiar),
2557,sabido,*sabido* (saber),
2558,análisis,análisis,
2559,llegaste,*llegaste* (llegar),
2560,fría,*fría* (frío),frío
2561,fría,*fría* (freír),freír
2562,violencia,violencia,
2563,mate,*mate* (matar),matar
2564,mate,mate,mate
2565,lobo,lobo,
2566,discurso,discurso,
2567,actor,actor,
2568,orgullo,orgullo,
2569,odia,*odia* (odiar),
2570,libras,*libras* (libra),libra
2571,libras,*libras* (librar),librar
2572,alli,*alli* (allí),
2573,agencia,agencia,
2574,vuelvan,*vuelvan* (volver),
2575,necesidad,necesidad,
2576,naves,*naves* (nave),
2577,descubrir,descubrir,
2578,tira,tira,tira
2579,tira,*tira* (tirar),tirar
2580,resolver,resolver,
2581,pondré,*pondré* (poner),
2582,volando,*volando* (volar),
2583,pensamos,*pensamos* (pensar),
2584,míos,*míos* (mío),
2585,errores,*errores* (error),
2586,celular,celular,
2587,cuantas,*cuantas* (cuanto),
2588,verlos,*verlos* (ver),
2589,ayudarle,*ayudarle* (ayudar),
2590,meter,meter,
2591,hablaré,*hablaré* (hablar),
2592,ésto,*ésto* (esto),
2593,buscas,*buscas* (buscar),
2594,equivocada,*equivocada* (equivocado),equivocado
2595,equivocada,*equivocada* (equivocar),equivocar
2596,dejan,*dejan* (dejar),
2597,vacío,vacío,
2598,trabajaba,*trabajaba* (trabajar),
2599,salón,salón,
