,Spanish,show,lemma
2600,motor,motor,
2601,conducir,conducir,
2602,compré,*compré* (comprar),
2603,quizas,*quizas* (quizás),
2604,den,*den* (dar),
2605,cerrada,*cerrada* (cerrado),cerrado
2606,cerrada,*cerrada* (cerrar),cerrar
2607,cortar,cortar,
2608,crea,*crea* (crear),
2609,sera,*sera* (ser),
2610,mueva,*mueva* (mover),
2611,hazme,*hazme* (hacer),
2612,bravo,bravo,
2613,pregunté,*pregunté* (preguntar),
2614,promesa,promesa,
2615,espejo,espejo,
2616,dígale,*dígale* (decir),
2617,sienta,*sienta* (sentar),sentar
2618,sienta,*sienta* (sentir),sentir
2619,médicos,*médicos* (médico),
2620,cero,cero,
2621,escribió,*escribió* (escribir),
2622,volveremos,*volveremos* (volver),
2623,unidades,*unidades* (unidad),
2624,cheque,cheque,
2625,consigue,*consigue* (conseguir),
2626,antiguo,antiguo,
2627,regla,regla,
2628,pesadilla,pesadilla,
2629,enviar,enviar,
2630,podías,*podías* (poder),
2631,llevarte,*llevarte* (llevar),
2632,entrenador,entrenador,
2633,cuida,*cuida* (cuidar),
2634,paciencia,paciencia,
2635,dilo,*dilo* (decir),
2636,levanta,*levanta* (levantar),
2637,complicado,complicado,complicado
2638,complicado,*complicado* (complicar),complicar
2639,superior,superior,
2640,sugiero,*sugiero* (sugerir),
2641,familias,*familias* (familia),
2642,dirá,*dirá* (decir),
2643,pienses,*pienses* (pensar),
2644,temporada,temporada,
2645,suelta,*suelta* (suelto),suelto
2646,suelta,*suelta* (soltar),soltar
2647,corran,*corran* (correr),
2648,propios,*propios* (propio),
2649,feo,feo,
2650,dispuesto,dispuesto,dispuesto
2651,dispuesto,*dispuesto* (disponer),disponer
2652,ayúdenme,*ayúdenme* (ayudar),
2653,teoría,teoría,
2654,salvaje,salvaje,
2655,negativo,negativo,
2656,íbamos,*íbamos* (ir),
2657,hubieran,*hubieran* (haber),
2658,tripulación,tripulación,
2659,taza,taza,
2660,perdida,*perdida* (perdido),perdido
2661,perdida,*perdida* (perder),perder
2662,vinieron,*vinieron* (venir),
2663,ponen,*ponen* (poner),
2664,pasamos,*pasamos* (pasar),
2665,parecido,parecido,parecido
2666,parecido,*parecido* (parecer),parecer
2667,acepto,*acepto* (aceptar),
2668,gay,gay,
2669,señoras,*señoras* (señora),
2670,quedaré,*quedaré* (quedar),
2671,parada,parada,parada
2672,parada,*parada* (parar),parar
2673,niñas,*niñas* (niña),
2674,conseguí,*conseguí* (conseguir),
2675,acabamos,*acabamos* (acabar),
2676,normalmente,normalmente,
2677,muchísimo,muchísimo,muchísimo
2678,muchísimo,*muchísimo* (mucho),mucho
2679,bruja,bruja,
2680,vegas,*vegas* (vega),
2681,tuvieron,*tuvieron* (tener),
2682,traigo,*traigo* (traer),
2683,matará,*matará* (matar),
2684,funeral,funeral,
2685,conseguiste,*conseguiste* (conseguir),
2686,teatro,teatro,
2687,medianoche,medianoche,
2688,biblioteca,biblioteca,
2689,estemos,*estemos* (estar),
2690,túnel,túnel,
2691,encargo,encargo,encargo
2692,encargo,*encargo* (encargar),encargar
2693,aparece,*aparece* (aparecer),
2694,testigos,*testigos* (testigo),
2695,pensó,*pensó* (pensar),
2696,fueran,*fueran* (ser),ser
2697,fueran,*fueran* (ir),ir
2698,fantasmas,*fantasmas* (fantasma),
2699,correo,correo,
