,Spanish,show,lemma
1800,gana,*gana* (ganar),ganar
1801,cura,cura,cura
1802,cura,*cura* (curar),curar
1803,lengua,lengua,
1804,araña,araña,araña
1805,araña,*araña* (arañar),arañar
1806,podré,*podré* (poder),
1807,voluntad,voluntad,
1808,total,total,
1809,dedo,dedo,
1810,pago,pago,pago
1811,pago,*pago* (pagar),pagar
1812,agradezco,*agradezco* (agradecer),
1813,partir,partir,
1814,lucha,lucha,lucha
1815,lucha,*lucha* (luchar),luchar
1816,leche,leche,
1817,diste,*diste* (dar),
1818,copa,copa,
1819,quedarte,*quedarte* (quedar),
1820,seguros,*seguros* (seguro),
1821,destruir,destruir,
1822,bienvenidos,*bienvenidos* (bienvenido),
1823,llevan,*llevan* (llevar),
1824,ponga,*ponga* (poner),
1825,lados,*lados* (lado),
1826,acceso,acceso,
1827,intentar,intentar,
1828,trajo,*trajo* (traer),
1829,desastre,desastre,
1830,deber,deber,
1831,herida,herida,herida
1832,herida,*herida* (herido),herido
1833,herida,*herida* (herir),herir
1834,débil,débil,
1835,naturaleza,naturaleza,
1836,luchar,luchar,
1837,extraña,*extraña* (extraño),extraño
1838,extraña,*extraña* (extrañar),extrañar
1839,encontraste,*encontraste* (encontrar),
1840,vieron,*vieron* (ver),
1841,llámame,*llámame* (llamar),
1842,imagen,imagen,
1843,pan,pan,
1844,refieres,*refieres* (referir),
1845,clientes,*clientes* (cliente),
1846,varios,varios,
1847,show,show,
1848,auxilio,auxilio,
1849,oyes,*oyes* (oír),
1850,siguen,*siguen* (seguir),
1851,sentado,*sentado* (sentar),sentar
1852,sentado,sentado,sentado
1853,saliendo,*saliendo* (salir),
1854,responsable,responsable,
1855,olvidado,olvidado,olvidado
1856,olvidado,*olvidado* (olvidar),olvidar
1857,quedó,*quedó* (quedar),
1858,permite,*permite* (permitir),
1859,aquella,aquella,
1860,puse,*puse* (poner),
1861,sonido,sonido,
1862,quiso,*quiso* (querer),
1863,escrito,*escrito* (escribir),
1864,carro,carro,
1865,preciosa,*preciosa* (precioso),
1866,muestra,muestra,muestra
1867,muestra,*muestra* (mostrar),mostrar
1868,bastardo,bastardo,
1869,restaurante,restaurante,
1870,huevos,*huevos* (huevo),
1871,fantasma,fantasma,
1872,mismos,*mismos* (mismo),
1873,profesional,profesional,
1874,amas,*amas* (ama),ama
1875,amas,*amas* (amar),amar
1876,entero,entero,
1877,películas,*películas* (película),
1878,cerrado,cerrado,cerrado
1879,cerrado,*cerrado* (cerrar),cerrar
1880,dedos,*dedos* (dedo),
1881,sigan,*sigan* (seguir),
1882,dueño,dueño,
1883,cuchillo,cuchillo,
1884,turno,turno,
1885,tormenta,tormenta,
1886,caray,caray,
1887,abierto,abierto,abierto
1888,abierto,*abierto* (abrir),abrir
1889,quede,*quede* (quedar),
1890,verdadera,*verdadera* (verdadero),
1891,mato,*mato* (matar),
1892,doc,*doc* (doctor),
1893,playa,playa,
1894,km,km,
1895,victoria,victoria,
1896,primo,primo,
1897,oíste,*oíste* (oír),
1898,lisa,*lisa* (liso),liso
1899,lisa,*lisa* (Lisa),Lisa
