,Spanish,show,lemma
2400,habia,*habia* (haber),
2401,emperador,emperador,
2402,mono,mono,
2403,encontraremos,*encontraremos* (encontrar),
2404,disparen,*disparen* (disparar),
2405,gloria,gloria,
2406,contrario,contrario,
2407,socorro,socorro,socorro
2408,socorro,*socorro* (socorrer),socorrer
2409,sir,sir,
2410,escaleras,*escaleras* (escalera),
2411,pasos,*pasos* (paso),
2412,nuevamente,nuevamente,
2413,derechos,*derechos* (derecho),
2414,obtener,obtener,
2415,guste,*guste* (gustar),
2416,búsqueda,búsqueda,
2417,helado,helado,helado
2418,helado,*helado* (helar),helar
2419,fútbol,fútbol,
2420,sexual,sexual,
2421,polvo,polvo,
2422,aseguro,*aseguro* (asegurar),
2423,rostro,rostro,
2424,robado,*robado* (robar),robar
2425,robado,robado,robado
2426,policia,*policia* (policía),
2427,empresa,empresa,
2428,escuchas,*escuchas* (escuchar),
2429,pones,*pones* (poner),
2430,lárgate,*lárgate* (largar),
2431,interés,interés,
2432,discúlpeme,*discúlpeme* (disculpar),
2433,dejaron,*dejaron* (dejar),
2434,tengamos,*tengamos* (tener),
2435,firma,firma,firma
2436,firma,*firma* (firmar),firmar
2437,llevaba,*llevaba* (llevar),
2438,llegas,*llegas* (llegar),
2439,cristo,*cristo* (Cristo),
2440,tercer,*tercer* (tercero),
2441,senador,senador,
2442,continúa,*continúa* (continuar),
2443,gracia,gracia,
2444,cien,cien,
2445,des,*des* (dar),
2446,tratado,tratado,tratado
2447,tratado,*tratado* (tratar),tratar
2448,razones,*razones* (razón),
2449,caminando,*caminando* (caminar),
2450,urgencias,*urgencias* (urgencia),
2451,u,*u* (o),
2452,esperan,*esperan* (esperar),
2453,muñeca,muñeca,
2454,firme,firme,firme
2455,firme,*firme* (firmar),firmar
2456,duerme,*duerme* (dormir),
2457,ambulancia,ambulancia,
2458,limpia,*limpia* (limpio),limpio
2459,limpia,*limpia* (limpiar),limpiar
2460,habéis,*habéis* (haber),
2461,flota,flota,flota
2462,flota,*flota* (flotar),flotar
2463,leyenda,leyenda,
2464,encuentre,*encuentre* (encontrar),
2465,fué,*fué* (ir),ir
2466,fué,*fué* (ser),ser
2467,romper,romper,
2468,muriendo,*muriendo* (morir),
2469,encontrarlo,*encontrarlo* (encontrar),
2470,rescate,rescate,rescate
2471,rescate,*rescate* (rescatar),rescatar
2472,quedado,*quedado* (quedar),
2473,enfrente,enfrente,
2474,comienzo,comienzo,comienzo
2475,comienzo,*comienzo* (comenzar),comenzar
2476,árboles,*árboles* (árbol),
2477,queso,queso,
2478,favorito,favorito,
2479,haberme,*haberme* (haber),
2480,frontera,frontera,
2481,creemos,*creemos* (creer),
2482,colega,colega,
2483,jueves,jueves,
2484,alemanes,*alemanes* (alemán),
2485,sábado,sábado,
2486,limpiar,limpiar,
2487,puto,puto,
2488,poquito,*poquito* (poco),
2489,cientos,*cientos* (ciento),
2490,muero,*muero* (morir),
2491,irak,*irak* (Irak),
2492,inteligencia,inteligencia,
2493,funcionar,funcionar,
2494,felicitaciones,*felicitaciones* (felicitación),
2495,escapó,*escapó* (escapar),
2496,criatura,criatura,
2497,milagro,milagro,
2498,deprisa,deprisa,
2499,especiales,*especiales* (especial),
