,Spanish,show,lemma
2200,doctora,doctora,
2201,blancos,*blancos* (blanco),
2202,fumar,fumar,
2203,llevamos,*llevamos* (llevar),
2204,Europa,Europa,
2205,dudo,*dudo* (dudar),
2206,pastel,pastel,
2207,quedas,*quedas* (quedar),
2208,cae,*cae* (caer),
2209,vimos,*vimos* (ver),
2210,recibido,*recibido* (recibir),
2211,andando,*andando* (andar),
2212,agentes,*agentes* (agente),
2213,fueras,*fueras* (ser),ser
2214,fueras,*fueras* (ir),ir
2215,asustado,asustado,asustado
2216,asustado,*asustado* (asustar),asustar
2217,perdóname,*perdóname* (perdonar),
2218,reino,reino,reino
2219,reino,*reino* (reinar),reinar
2220,clave,clave,
2221,papeles,*papeles* (papel),
2222,matando,*matando* (matar),
2223,efecto,efecto,
2224,plata,plata,
2225,olvidé,*olvidé* (olvidar),
2226,iban,*iban* (ir),
2227,universo,universo,
2228,política,política,
2229,almuerzo,almuerzo,almuerzo
2230,almuerzo,*almuerzo* (almorzar),almorzar
2231,magia,magia,
2232,lluvia,lluvia,
2233,humor,humor,
2234,autos,*autos* (auto),
2235,veía,*veía* (ver),
2236,tantas,*tantas* (tanto),
2237,respirar,respirar,
2238,cantar,cantar,
2239,trabajas,*trabajas* (trabajar),
2240,disparo,disparo,
2241,conversación,conversación,
2242,olor,olor,
2243,asesinos,*asesinos* (asesino),
2244,muchacha,muchacha,
2245,modelo,modelo,
2246,curso,curso,
2247,canal,canal,
2248,rock,rock,
2249,llorar,llorar,
2250,borracho,borracho,
2251,regresen,*regresen* (regresar),
2252,váyanse,*váyanse* (ir),
2253,sentía,*sentía* (sentir),
2254,resultado,resultado,resultado
2255,resultado,*resultado* (resultar),resultar
2256,parado,parado,parado
2257,parado,*parado* (parar),parar
2258,olvides,*olvides* (olvidar),
2259,mirada,mirada,mirada
2260,mirada,*mirada* (mirar),mirar
2261,inútil,inútil,
2262,acabas,*acabas* (acabar),
2263,ciencia,ciencia,
2264,perdiste,*perdiste* (perder),
2265,sociedad,sociedad,
2266,regrese,*regrese* (regresar),
2267,camioneta,camioneta,
2268,coño,coño,
2269,revista,revista,
2270,pareció,*pareció* (parecer),
2271,montaña,montaña,
2272,maravillosa,*maravillosa* (maravilloso),
2273,dejarlo,*dejarlo* (dejar),
2274,máximo,máximo,
2275,echar,echar,
2276,corriente,corriente,
2277,escuchando,*escuchando* (escuchar),
2278,disculpas,*disculpas* (disculpa),disculpa
2279,disculpas,*disculpas* (disculpar),disculpar
2280,cadáver,cadáver,
2281,seguimos,*seguimos* (seguir),
2282,ron,ron,ron
2283,ron,*ron* (Ron),Ron
2284,espectáculo,espectáculo,
2285,mundial,mundial,
2286,francia,*francia* (Francia),
2287,decirles,*decirles* (decir),
2288,aspecto,aspecto,
2289,presencia,presencia,
2290,famoso,famoso,
2291,corto,corto,corto
2292,corto,*corto* (cortar),cortar
2293,relájate,*relájate* (relajar),
2294,poderoso,poderoso,
2295,recuerdos,*recuerdos* (recuerdo),
2296,llego,*llego* (llegar),
2297,carretera,carretera,
2298,pasé,*pasé* (pasar),
2299,oigo,*oigo* (oír),
