,Spanish,show,lemma
3000,altura,altura,
3001,todavia,*todavia* (todavía),
3002,preparados,*preparados* (preparado),preparado
3003,preparados,*preparados* (preparar),preparar
3004,cuáles,*cuáles* (cuál),
3005,mover,mover,
3006,jugador,jugador,
3007,izquierdo,izquierdo,
3008,tecnología,tecnología,
3009,raza,raza,
3010,conocerlo,*conocerlo* (conocer),
3011,conde,conde,
3012,social,social,
3013,gobernador,gobernador,
3014,coge,*coge* (coger),
3015,cubierta,*cubierta* (cubierto),cubierto
3016,cubierta,*cubierta* (cubrir),cubrir
3017,chiste,chiste,chiste
3018,chiste,*chiste* (chistar),chistar
3019,celda,celda,
3020,agarra,*agarra* (agarrar),
3021,secreta,*secreta* (secreto),
3022,personalmente,personalmente,
3023,amistad,amistad,
3024,amaba,*amaba* (amar),
3025,nació,*nació* (nacer),
3026,interesado,interesado,interesado
3027,interesado,*interesado* (interesar),interesar
3028,intentado,*intentado* (intentar),
3029,educación,educación,
3030,curiosidad,curiosidad,
3031,buscan,*buscan* (buscar),
3032,repito,*repito* (repetir),
3033,pecado,pecado,pecado
3034,pecado,*pecado* (pecar),pecar
3035,mortal,mortal,
3036,manda,*manda* (mandar),mandar
3037,manda,manda,manda
3038,claramente,claramente,
3039,vía,vía,
3040,juntas,*juntas* (junta),junta
3041,juntas,*juntas* (juntar),juntar
3042,identificación,identificación,
3043,dirige,*dirige* (dirigir),
3044,declaración,declaración,
3045,alemán,alemán,
3046,tontos,*tontos* (tonto),
3047,mantiene,*mantiene* (mantener),
3048,bestia,bestia,
3049,veneno,veneno,
3050,vecinos,*vecinos* (vecino),
3051,supiera,*supiera* (saber),
3052,quieran,*quieran* (querer),
3053,salgo,*salgo* (salir),
3054,propias,*propias* (propio),
3055,privada,*privada* (privado),
3056,jurado,jurado,jurado
3057,jurado,*jurado* (jurar),jurar
3058,golpes,*golpes* (golpe),
3059,usan,*usan* (usar),
3060,metas,*metas* (meta),meta
3061,metas,*metas* (meter),meter
3062,garganta,garganta,
3063,invierno,invierno,
3064,fila,fila,
3065,miel,miel,
3066,traigan,*traigan* (traer),
3067,sucedido,sucedido,sucedido
3068,sucedido,*sucedido* (suceder),suceder
3069,tranquilos,*tranquilos* (tranquilo),
3070,madera,madera,
3071,burro,burro,
3072,artista,artista,
3073,pobres,*pobres* (pobre),
3074,impresión,impresión,
3075,ganó,*ganó* (ganar),
3076,cruzar,cruzar,
3077,cigarrillos,*cigarrillos* (cigarrillo),
3078,ó,ó,
3079,llevarme,*llevarme* (llevar),
3080,grial,grial,
3081,chaqueta,chaqueta,
3082,alcalde,alcalde,
3083,vueltas,*vueltas* (vuelta),vuelta
3084,vueltas,*vueltas* (volver),volver
3085,usado,*usado* (usar),usar
3086,usado,usado,usado
3087,reputación,reputación,
3088,pongas,*pongas* (poner),
3089,oxígeno,oxígeno,
3090,cajas,*cajas* (caja),
3091,preocupada,*preocupada* (preocupado),preocupado
3092,preocupada,*preocupada* (preocupar),preocupar
3093,matan,*matan* (matar),
3094,empezando,*empezando* (empezar),
3095,cabezas,*cabezas* (cabeza),
3096,ponerme,*ponerme* (poner),
3097,experto,experto,
3098,océano,océano,
3099,maestra,maestra,maestra
