,Spanish,show,lemma
400,cerca,*cerca* (cercar),cercar
401,otros,*otros* (otro),otro
402,sigue,*sigue* (seguir),seguir
403,grande,grande,grande
404,arriba,arriba,arriba
405,jefe,jefe,jefe
406,habla,*habla* (hablar),hablar
407,habla,habla,habla
408,supongo,*supongo* (suponer),suponer
409,manera,manera,manera
410,quieren,*quieren* (querer),querer
411,feliz,feliz,feliz
412,significa,*significa* (significar),significar
413,sangre,sangre,sangre
414,fin,fin,fin
415,bajo,*bajo* (bajar),bajar
416,bajo,bajo,bajo
417,llama,*llama* (llamar),llamar
418,llama,llama,llama
419,venir,venir,venir
420,morir,morir,morir
421,importante,importante,importante
422,hiciste,*hiciste* (hacer),hacer
423,ojos,*ojos* (ojo),ojo
424,escucha,*escucha* (escuchar),escuchar
425,entrar,entrar,entrar
426,ningún,*ningún* (ninguno),ninguno
427,corazón,corazón,corazón
428,diablos,*diablos* (diablo),diablo
429,necesitamos,*necesitamos* (necesitar),necesitar
430,atrás,atrás,atrás
431,durante,durante,durante
432,dices,*dices* (decir),decir
433,nuestros,*nuestros* (nuestro),nuestro
434,persona,persona,persona
435,abajo,abajo,abajo
436,dr,*dr* (doctor),doctor
437,hija,hija,hija
438,dejar,dejar,dejar
439,necesita,*necesita* (necesitar),necesitar
440,llegar,llegar,llegar
441,hago,*hago* (hacer),hacer
442,señora,señora,señora
443,haya,*haya* (haber),haber
444,haya,haya,haya
445,suficiente,suficiente,suficiente
446,doctor,doctor,doctor
447,gustaría,*gustaría* (gustar),gustar
448,tierra,tierra,tierra
449,cara,cara,cara
450,siquiera,siquiera,siquiera
451,genial,genial,genial
452,cree,*cree* (creer),creer
453,supuesto,*supuesto* (suponer),suponer
454,tomar,tomar,tomar
455,equipo,equipo,equipo
456,equipo,*equipo* (equipar),equipar
457,justo,justo,justo
458,juego,juego,juego
459,juego,*juego* (jugar),jugar
460,ninguna,*ninguna* (ninguno),ninguno
461,matar,matar,matar
462,cinco,cinco,cinco
463,dicen,*dicen* (decir),decir
464,amo,amo,amo
465,amo,*amo* (amar),amar
466,cuándo,cuándo,cuándo
467,pequeño,pequeño,pequeño
468,algunos,*algunos* (alguno),alguno
469,conozco,*conozco* (conocer),conocer
470,clase,clase,clase
471,maldito,maldito,maldito
472,unas,*unas* (un),un
473,muchos,*muchos* (mucho),mucho
474,hubiera,*hubiera* (haber),haber
475,segundo,segundo,segundo
476,aunque,aunque,aunque
477,pueda,*pueda* (poder),poder
478,dime,*dime* (decir),decir
479,igual,igual,igual
480,comida,comida,comida
481,comida,*comida* (comer),comer
482,ay,ay,ay
483,cuerpo,cuerpo,cuerpo
484,encontrar,encontrar,encontrar
485,fuerte,fuerte,fuerte
486,vuelta,vuelta,vuelta
487,vuelta,*vuelta* (volver),volver
488,venga,*venga* (venir),venir
489,creer,creer,creer
490,realidad,realidad,realidad
491,saben,*saben* (saber),saber
492,puta,puta,puta
493,deberías,*deberías* (deber),deber
494,pregunta,pregunta,pregunta
495,pregunta,*pregunta* (preguntar),preguntar
496,fui,*fui* (ir),ir
497,fui,*fui* (ser),ser
498,cuatro,cuatro,cuatro
499,sra,*sra* (señora),señora
