,Spanish,show,lemma
4000,buscaré,*buscaré* (buscar),
4001,revolución,revolución,
4002,motel,motel,
4003,buscaba,*buscaba* (buscar),
4004,alianza,alianza,
4005,estupidez,estupidez,
4006,disparado,disparado,disparado
4007,disparado,*disparado* (disparar),disparar
4008,sangrando,*sangrando* (sangrar),
4009,quietos,*quietos* (quieto),
4010,miserable,miserable,
4011,ideal,ideal,
4012,empiezo,*empiezo* (empezar),
4013,controla,*controla* (controlar),
4014,prometiste,*prometiste* (prometer),
4015,heroína,heroína,
4016,empezado,*empezado* (empezar),
4017,dámelo,*dámelo* (dar),
4018,vecindario,vecindario,
4019,empleado,empleado,empleado
4020,empleado,*empleado* (emplear),emplear
4021,conociste,*conociste* (conocer),
4022,colores,*colores* (color),
4023,cerebral,cerebral,
4024,plástico,plástico,
4025,piano,piano,
4026,pensamiento,pensamiento,
4027,letra,letra,
4028,empleados,*empleados* (empleado),empleado
4029,empleados,*empleados* (emplear),emplear
4030,dosis,dosis,
4031,dólar,dólar,
4032,agrada,*agrada* (agradar),
4033,tocado,*tocado* (tocar),
4034,tíos,*tíos* (tío),
4035,super,*super* (súper),
4036,rifle,rifle,
4037,renunciar,renunciar,
4038,incluyendo,*incluyendo* (incluir),
4039,hoyo,hoyo,
4040,español,español,
4041,acepta,*acepta* (aceptar),
4042,rueda,rueda,
4043,municiones,*municiones* (munición),
4044,ciudades,*ciudades* (ciudad),
4045,béisbol,béisbol,
4046,regresado,regresado,regresado
4047,regresado,*regresado* (regresar),regresar
4048,pediste,*pediste* (pedir),
4049,ja,ja,
4050,sesión,sesión,
4051,comprender,comprender,
4052,tocando,*tocando* (tocar),
4053,montar,montar,
4054,familiares,*familiares* (familiar),
4055,espía,espía,espía
4056,espía,*espía* (espiar),espiar
4057,efectos,*efectos* (efecto),
4058,salto,salto,salto
4059,salto,*salto* (saltar),saltar
4060,pagó,*pagó* (pagar),
4061,impacto,impacto,
4062,emoción,emoción,
4063,disparos,*disparos* (disparo),
4064,comando,comando,
4065,autorización,autorización,
4066,informes,*informes* (informe),informe
4067,informes,*informes* (informar),informar
4068,honestamente,honestamente,
4069,existencia,existencia,
4070,demasiada,*demasiada* (demasiado),
4071,coches,*coches* (coche),
4072,clara,*clara* (claro),claro
4073,clara,clara,clara
4074,alcanzar,alcanzar,
4075,volviste,*volviste* (volver),
4076,octubre,octubre,
4077,conseguimos,*conseguimos* (conseguir),
4078,barato,barato,
4079,apostar,apostar,
4080,requiere,*requiere* (requerir),
4081,importan,*importan* (importar),
4082,grano,grano,
4083,demasiados,*demasiados* (demasiado),
4084,casarte,*casarte* (casar),
4085,tráeme,*tráeme* (traer),
4086,progreso,progreso,progreso
4087,progreso,*progreso* (progresar),progresar
4088,odias,*odias* (odiar),
4089,ocurrir,ocurrir,
4090,hacías,*hacías* (hacer),
4091,serías,*serías* (ser),
4092,secretario,secretario,
4093,rusia,*rusia* (Rusia),Rusia
4094,rusia,rusia,rusia
4095,piénsalo,*piénsalo* (pensar),
4096,gatito,gatito,gatito
4097,gatito,*gatito* (gato),gato
4098,déme,*déme* (dar),
4099,colección,colección,
