,Spanish,show,lemma
200,papá,papá,papá
201,tener,tener,tener
202,dice,*dice* (decir),decir
203,mío,mío,mío
204,crees,*crees* (creer),creer
205,buena,*buena* (bueno),bueno
206,buena,buena,buena
207,gusta,*gusta* (gustar),gustar
208,nuestro,nuestro,nuestro
209,nuevo,nuevo,nuevo
210,será,*será* (ser),ser
211,haciendo,*haciendo* (hacer),hacer
212,días,*días* (día),día
213,nombre,nombre,nombre
214,buen,*buen* (bueno),bueno
215,había,*había* (haber),haber
216,ven,*ven* (ver),ver
217,ven,*ven* (venir),venir
218,tres,tres,tres
219,menos,menos,menos
220,debe,*debe* (deber),deber
221,tenía,*tenía* (tener),tener
222,mal,mal,mal
223,conmigo,conmigo,conmigo
224,madre,madre,madre
225,hoy,hoy,hoy
226,quien,quien,quien
227,sido,*sido* (ser),ser
228,mamá,mamá,mamá
229,tienen,*tienen* (tener),tener
230,luego,luego,luego
231,todas,*todas* (todo),todo
232,allí,allí,allí
233,toda,*toda* (todo),todo
234,hora,hora,hora
235,mujer,mujer,mujer
236,visto,*visto* (ver),ver
237,haces,*haces* (hacer),hacer
238,importa,*importa* (importar),importar
239,contigo,contigo,contigo
240,ve,*ve* (ver),ver
241,ve,*ve* (ir),ir
242,tarde,tarde,tarde
243,tarde,*tarde* (tardar),tardar
244,oye,*oye* (oír),oír
245,parte,*parte* (partir),partir
246,parte,parte,parte
247,haber,haber,haber
248,hombres,*hombres* (hombre),hombre
249,problema,problema,problema
250,mas,mas,mas
251,saber,saber,saber
252,quería,*quería* (querer),querer
253,aún,aún,aún
254,veces,*veces* (vez),vez
255,nuestra,*nuestra* (nuestro),nuestro
256,hacerlo,*hacerlo* (hacer),hacer
257,cada,cada,cada
258,hizo,*hizo* (hacer),hacer
259,veo,*veo* (ver),ver
260,tanto,tanto,tanto
261,razón,razón,razón
262,ustedes,*ustedes* (usted),usted
263,idea,idea,idea
264,esos,*esos* (eso),eso
265,van,*van* (ir),ir
266,quizá,quizá,quizá
267,debo,*debo* (deber),deber
268,alguna,*alguna* (alguno),alguno
269,cierto,cierto,cierto
270,ud,*ud* (usted),usted
271,muerto,muerto,muerto
272,muerto,*muerto* (morir),morir
273,unos,*unos* (un),un
274,estos,*estos* (este),este
275,salir,salir,salir
276,policía,policía,policía
277,realmente,realmente,realmente
278,demasiado,demasiado,demasiado
279,familia,familia,familia
280,pueden,*pueden* (poder),poder
281,cabeza,cabeza,cabeza
282,hemos,*hemos* (haber),haber
283,amigos,*amigos* (amigo),amigo
284,chica,*chica* (chico),chico
285,chica,chica,chica
286,cariño,cariño,cariño
287,lado,lado,lado
288,allá,allá,allá
289,entre,entre,entre
290,minutos,*minutos* (minuto),minuto
291,digo,*digo* (decir),decir
292,algún,algún,algún
293,serio,serio,serio
294,cuidado,*cuidado* (cuidar),cuidar
295,cuidado,cuidado,cuidado
296,pasó,*pasó* (pasar),pasar
297,buenas,*buenas* (bueno),bueno
298,somos,*somos* (ser),ser
299,amor,amor,amor
