,Spanish,show,lemma
2700,vuestro,vuestro,
2701,piscina,piscina,
2702,paquete,paquete,
2703,copia,copia,copia
2704,copia,*copia* (copiar),copiar
2705,suicidio,suicidio,
2706,crédito,crédito,
2707,consigo,*consigo* (conseguir),
2708,vuestra,*vuestra* (vuestro),
2709,rara,*rara* (raro),
2710,legal,legal,
2711,hablaremos,*hablaremos* (hablar),
2712,cambió,*cambió* (cambiar),
2713,solas,*solas* (solo),
2714,salimos,*salimos* (salir),
2715,ganador,ganador,
2716,estudiantes,*estudiantes* (estudiante),
2717,despierto,despierto,despierto
2718,despierto,*despierto* (despertar),despertar
2719,pare,*pare* (parar),
2720,invitado,invitado,invitado
2721,invitado,*invitado* (invitar),invitar
2722,guía,guía,
2723,oso,oso,oso
2724,oso,*oso* (osar),osar
2725,leí,*leí* (leer),
2726,explosión,explosión,
2727,dejarme,*dejarme* (dejar),
2728,chino,chino,
2729,sorprende,*sorprende* (sorprender),
2730,sistemas,*sistemas* (sistema),
2731,nación,nación,
2732,entienden,*entienden* (entender),
2733,arena,arena,
2734,mentiroso,mentiroso,
2735,hablaba,*hablaba* (hablar),
2736,veas,*veas* (ver),
2737,pura,*pura* (puro),
2738,asesinado,asesinado,asesinado
2739,asesinado,*asesinado* (asesinar),asesinar
2740,mintiendo,*mintiendo* (mentir),
2741,casos,*casos* (caso),
2742,vehículo,vehículo,
2743,rata,rata,
2744,importancia,importancia,
2745,distinto,distinto,
2746,pintura,pintura,
2747,intenté,*intenté* (intentar),
2748,conciencia,conciencia,
2749,miras,*miras* (mirar),
2750,máquinas,*máquinas* (máquina),
2751,traeré,*traeré* (traer),
2752,revisar,revisar,
2753,veinte,veinte,
2754,seres,*seres* (ser),
2755,hablarle,*hablarle* (hablar),
2756,disco,disco,disco
2757,disco,*disco* (discar),discar
2758,transporte,transporte,transporte
2759,transporte,*transporte* (transportar),transportar
2760,mina,mina,
2761,labios,*labios* (labio),
2762,señoría,señoría,
2763,llamamos,*llamamos* (llamar),
2764,doce,doce,
2765,cuídate,*cuídate* (cuidar),
2766,pasillo,pasillo,
2767,tele,tele,tele
2768,tele,*tele* (televisión),televisión
2769,podria,*podria* (poder),
2770,completa,*completa* (completo),completo
2771,completa,*completa* (completar),completar
2772,rápida,*rápida* (rápido),
2773,precisamente,precisamente,
2774,llamaste,*llamaste* (llamar),
2775,cumplir,cumplir,
2776,servicios,*servicios* (servicio),
2777,señales,*señales* (señal),
2778,acaban,*acaban* (acabar),
2779,suéltame,*suéltame* (soltar),
2780,hablarte,*hablarte* (hablar),
2781,traté,*traté* (tratar),
2782,pescado,pescado,pescado
2783,pescado,*pescado* (pescar),pescar
2784,huesos,*huesos* (hueso),
2785,daría,*daría* (dar),
2786,compra,compra,compra
2787,compra,*compra* (comprar),comprar
2788,trajiste,*trajiste* (traer),
2789,templo,templo,
2790,placa,placa,
2791,posibilidades,*posibilidades* (posibilidad),
2792,ira,ira,
2793,vengas,*vengas* (venir),
2794,siguiendo,*siguiendo* (seguir),
2795,podrán,*podrán* (poder),
2796,llamarme,*llamarme* (llamar),
2797,cierta,*cierta* (cierto),
2798,permitir,permitir,
2799,condiciones,*condiciones* (condición),
