,Spanish,show,lemma
1400,capaz,capaz,
1401,verme,*verme* (ver),
1402,beber,beber,
1403,velocidad,velocidad,
1404,darte,*darte* (dar),
1405,llevas,*llevas* (llevar),
1406,partido,partido,partido
1407,partido,*partido* (partir),partir
1408,estuviera,*estuviera* (estar),
1409,dia,*dia* (día),
1410,opinión,opinión,
1411,irte,*irte* (ir),
1412,cocina,cocina,cocina
1413,cocina,*cocina* (cocinar),cocinar
1414,abrir,abrir,
1415,perros,*perros* (perro),
1416,tambien,*tambien* (también),
1417,sepa,*sepa* (saber),
1418,pareces,*pareces* (parecer),
1419,escribir,escribir,
1420,golpe,golpe,
1421,tenia,*tenia* (tener),
1422,alta,alta,
1423,estados,*estados* (estado),estado
1424,estados,*estados* (estar),estar
1425,tocar,tocar,
1426,vuelvo,*vuelvo* (volver),
1427,habían,*habían* (haber),
1428,ganas,*ganas* (gana),gana
1429,ganas,*ganas* (ganar),ganar
1430,hacerte,*hacerte* (hacer),
1431,dejo,*dejo* (dejar),
1432,volvió,*volvió* (volver),
1433,ejemplo,ejemplo,
1434,contar,contar,
1435,tenían,*tenían* (tener),
1436,propósito,propósito,
1437,entiende,*entiende* (entender),
1438,empieza,*empieza* (empezar),
1439,anillo,anillo,
1440,londres,*londres* (Londres),
1441,tendría,*tendría* (tener),
1442,pedir,pedir,
1443,estilo,estilo,
1444,ayudarme,*ayudarme* (ayudar),
1445,pista,pista,
1446,cambiado,*cambiado* (cambiar),cambiar
1447,cambiado,cambiado,cambiado
1448,escapar,escapar,
1449,eeuu,*eeuu* (EEUU),
1450,encontró,*encontró* (encontrar),
1451,espíritu,espíritu,
1452,viejos,*viejos* (viejo),
1453,molesta,*molesta* (molestar),
1454,nota,nota,nota
1455,nota,*nota* (notar),notar
1456,diferencia,diferencia,
1457,tratar,tratar,
1458,precio,precio,
1459,caballero,caballero,
1460,sirve,*sirve* (servir),
1461,alegra,*alegra* (alegrar),
1462,doble,doble,
1463,agradable,agradable,
1464,embargo,embargo,
1465,tengan,*tengan* (tener),
1466,tuvimos,*tuvimos* (tener),
1467,sube,*sube* (subir),
1468,estén,*estén* (estar),
1469,mami,mami,
1470,emergencia,emergencia,
1471,cuello,cuello,
1472,boda,boda,
1473,aprender,aprender,
1474,té,té,
1475,informe,informe,informe
1476,informe,*informe* (informar),informar
1477,blanca,*blanca* (blanco),blanco
1478,blanca,*blanca* (Blanca),Blanca
1479,experiencia,experiencia,
1480,debía,*debía* (deber),
1481,podido,*podido* (poder),
1482,mentira,mentira,
1483,director,director,
1484,mata,*mata* (matar),
1485,exacto,exacto,
1486,déjalo,*déjalo* (dejar),
1487,defensa,defensa,
1488,tuviste,*tuviste* (tener),
1489,confiar,confiar,
1490,color,color,
1491,hacerle,*hacerle* (hacer),
1492,aquel,aquel,
1493,conocí,*conocí* (conocer),
1494,probar,probar,
1495,príncipe,príncipe,
1496,irá,*irá* (ir),
1497,despacio,despacio,
1498,tiro,tiro,tiro
1499,tiro,*tiro* (tirar),tirar
