,Spanish,show,lemma
6200,grosero,grosero,
6201,elementos,*elementos* (elemento),
6202,debías,*debías* (deber),
6203,culpo,*culpo* (culpar),
6204,comencemos,*comencemos* (comenzar),
6205,bebo,*bebo* (beber),
6206,veloz,veloz,
6207,telefónica,*telefónica* (telefónico),
6208,tatuaje,tatuaje,
6209,sácalo,*sácalo* (sacar),
6210,resuelto,resuelto,resuelto
6211,resuelto,*resuelto* (resolver),resolver
6212,quedaría,*quedaría* (quedar),
6213,pais,*pais* (país),
6214,nocturno,nocturno,
6215,líquido,líquido,
6216,filas,*filas* (fila),
6217,estes,*estes* (estar),
6218,espías,*espías* (espía),
6219,especialidad,especialidad,
6220,aves,*aves* (ave),
6221,amables,*amables* (amable),
6222,uniformes,*uniformes* (uniforme),
6223,sentirlo,*sentirlo* (sentir),
6224,retrocede,*retrocede* (retroceder),
6225,reconocer,reconocer,
6226,rebelde,rebelde,
6227,plena,*plena* (pleno),
6228,pervertido,pervertido,pervertido
6229,pervertido,*pervertido* (pervertir),pervertir
6230,obedecer,obedecer,
6231,mentido,mentido,mentido
6232,mentido,*mentido* (mentir),mentir
6233,matara,*matara* (matar),
6234,llamarla,*llamarla* (llamar),
6235,jade,jade,
6236,entienda,*entienda* (entender),
6237,ego,ego,
6238,echó,*echó* (echar),
6239,considero,*considero* (considerar),
6240,cobardes,*cobardes* (cobarde),
6241,césped,césped,
6242,capullo,capullo,
6243,baños,*baños* (baño),
6244,supervivencia,supervivencia,
6245,soñado,soñado,soñado
6246,soñado,*soñado* (soñar),soñar
6247,separados,*separados* (separado),separado
6248,separados,*separados* (separar),separar
6249,respirando,*respirando* (respirar),
6250,negras,*negras* (negro),
6251,infantería,infantería,
6252,identificado,identificado,identificado
6253,identificado,*identificado* (identificar),identificar
6254,honesta,*honesta* (honesto),
6255,hambriento,hambriento,
6256,escribo,*escribo* (escribir),
6257,despedirme,*despedirme* (despedir),
6258,demos,*demos* (dar),
6259,cortesía,cortesía,
6260,colonia,colonia,
6261,ayudes,*ayudes* (ayudar),
6262,amiguito,amiguito,amiguito
6263,amiguito,*amiguito* (amigo),amigo
6264,alfa,alfa,
6265,temen,*temen* (temer),
6266,suéltenme,*suéltenme* (soltar),
6267,sensacional,sensacional,
6268,sacarle,*sacarle* (sacar),
6269,prostitutas,*prostitutas* (prostituta),
6270,pondrás,*pondrás* (poner),
6271,literalmente,literalmente,
6272,licor,licor,
6273,juzgar,juzgar,
6274,equilibrio,equilibrio,
6275,envíen,*envíen* (enviar),
6276,entregado,entregado,entregado
6277,entregado,*entregado* (entregar),entregar
6278,corazon,*corazon* (corazón),
6279,consulta,consulta,consulta
6280,consulta,*consulta* (consultar),consultar
6281,boxeador,boxeador,
6282,bahía,bahía,
6283,usen,*usen* (usar),
6284,taller,taller,
6285,rompiste,*rompiste* (romper),
6286,quitaron,*quitaron* (quitar),
6287,patatas,*patatas* (patata),
6288,operar,operar,
6289,mochila,mochila,
6290,interesada,*interesada* (interesado),interesado
6291,interesada,*interesada* (interesar),interesar
6292,inspiración,inspiración,
6293,explicaré,*explicaré* (explicar),
6294,estuviese,*estuviese* (estar),
6295,enero,enero,
6296,cumple,*cumple* (cumplir),
6297,claudia,claudia,claudia
6298,claudia,*claudia* (Claudia),Claudia
6299,lógico,lógico,
