,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,500,primer,*primer* (primero),primero,first,ADJ,ADJ,Adjective
1,501,trabajar,trabajar,trabajar,work,VERB,VERB,Verb
2,502,e,*e* (y),y,and,CCONJ,CCONJ,Conjunction
3,503,hagas,*hagas* (hacer),hacer,you do,NOUN,NOUN,Noun
4,504,alto,alto,alto,high,ADJ,ADJ,Adjective
5,505,maldita,*maldita* (maldito),maldito,damned,ADJ,ADJ,Adjective
6,506,comer,comer,comer,eat,VERB,VERB,Verb
7,507,número,número,número,number,NOUN,NOUN,Noun
8,508,dar,dar,dar,give,VERB,VERB,Verb
9,509,necesitas,*necesitas* (necesitar),necesitar,you need,NOUN,NOUN,Noun
10,510,oportunidad,oportunidad,oportunidad,chance,NOUN,NOUN,Noun
11,511,punto,punto,punto,spot,NOUN,NOUN,Noun
12,512,misma,*misma* (mismo),mismo,same,DET,DET,Determiner
13,513,última,*última* (último),último,last,ADJ,ADJ,Adjective
14,514,afuera,afuera,afuera,outside,ADJ,ADJ,Adjective
15,515,mujeres,*mujeres* (mujer),mujer,women,NOUN,NOUN,Noun
16,516,pensar,pensar,pensar,think,VERB,VERB,Verb
17,517,fueron,*fueron* (ir),ir,were,AUX,AUX,Auxiliary
18,518,fueron,*fueron* (ser),ser,were,AUX,AUX,Auxiliary
19,519,difícil,difícil,difícil,difficult,ADJ,ADJ,Adjective
20,520,vivir,vivir,vivir,live,VERB,VERB,Verb
21,521,paso,paso,paso,passed,NOUN,NOUN,Noun
22,522,paso,*paso* (pasar),pasar,passed,NOUN,NOUN,Noun
23,523,malo,malo,malo,bad,ADJ,ADJ,Adjective
24,524,estabas,*estabas* (estar),estar,you were,NOUN,NOUN,Noun
25,525,vivo,*vivo* (vivir),vivir,alive,ADJ,ADJ,Adjective
26,526,vivo,vivo,vivo,alive,ADJ,ADJ,Adjective
27,527,haga,*haga* (hacer),hacer,make,VERB,VERB,Verb
28,528,queda,*queda* (quedar),quedar,is left over,VERB,VERB,Verb
29,529,hijos,*hijos* (hijo),hijo,children,NOUN,NOUN,Noun
30,530,mayor,mayor,mayor,elderly,ADJ,ADJ,Adjective
31,531,fiesta,fiesta,fiesta,party,NOUN,NOUN,Noun
32,532,hacen,*hacen* (hacer),hacer,do,VERB,VERB,Verb
33,533,medio,medio,medio,half,NUM,NUM,Numeral
34,534,algunas,*algunas* (alguno),alguno,some,DET,DET,Determiner
35,535,basta,*basta* (bastar),bastar,Enough,VERB,VERB,Verb
36,536,arma,arma,arma,weapon,NOUN,NOUN,Noun
37,537,arma,*arma* (armar),armar,weapon,NOUN,NOUN,Noun
38,538,vino,*vino* (venir),venir,came,VERB,VERB,Verb
39,539,vino,vino,vino,came,VERB,VERB,Verb
40,540,meses,*meses* (mes),mes,months,NOUN,NOUN,Noun
41,541,cuarto,cuarto,cuarto,room,ADJ,ADJ,Adjective
42,542,éste,*éste* (este),este,this,PRON,PRON,Pronoun
43,543,escuela,escuela,escuela,school,VERB,VERB,Verb
44,544,esté,*esté* (estar),estar,this,AUX,AUX,Auxiliary
45,545,dólares,*dólares* (dólar),dólar,Dollars,NOUN,NOUN,Noun
46,546,tío,tío,tío,uncle,NOUN,NOUN,Noun
47,547,posible,posible,posible,possible,ADJ,ADJ,Adjective
48,548,tuve,*tuve* (tener),tener,I had,VERB,VERB,Verb
49,549,fácil,fácil,fácil,easy,ADJ,ADJ,Adjective
50,550,preocupes,*preocupes* (preocupar),preocupar,worry,NOUN,NOUN,Noun
51,551,luz,luz,luz,light,NOUN,NOUN,Noun
52,552,eran,*eran* (ser),ser,were,AUX,AUX,Auxiliary
53,553,carajo,carajo,carajo,fuck,VERB,VERB,Verb
54,554,final,final,final,final,NOUN,NOUN,Noun
55,555,lista,lista,lista,list,ADJ,ADJ,Adjective
56,556,lista,*lista* (listo),listo,list,ADJ,ADJ,Adjective
57,557,trata,*trata* (tratar),tratar,treats,VERB,VERB,Verb
58,558,armas,*armas* (arma),arma,weapons,NOUN,NOUN,Noun
59,559,armas,*armas* (armar),armar,weapons,NOUN,NOUN,Noun
60,560,hermana,hermana,hermana,sister,NOUN,NOUN,Noun
61,561,exactamente,exactamente,exactamente,exactly,ADV,ADV,Adverb
62,562,chicas,*chicas* (chica),chica,girls,NOUN,NOUN,Noun
63,563,podía,*podía* (poder),poder,could,AUX,AUX,Auxiliary
64,564,bastante,bastante,bastante,quite,ADV,ADV,Adverb
65,565,seguridad,seguridad,seguridad,security,NOUN,NOUN,Noun
66,566,pasando,*pasando* (pasar),pasar,going,VERB,VERB,Verb
67,567,esperando,*esperando* (esperar),esperar,expecting,VERB,VERB,Verb
68,568,acá,acá,acá,here,ADV,ADV,Adverb
69,569,teléfono,teléfono,teléfono,phone,NOUN,NOUN,Noun
70,570,perro,perro,perro,dog,VERB,VERB,Verb
71,571,fuego,fuego,fuego,fire,NOUN,NOUN,Noun
72,572,murió,*murió* (morir),morir,died,VERB,VERB,Verb
73,573,tampoco,tampoco,tampoco,neither,ADV,ADV,Adverb
74,574,sola,*sola* (solo),solo,alone,ADJ,ADJ,Adjective
75,575,estuvo,*estuvo* (estar),estar,was,VERB,VERB,Verb
76,576,verte,*verte* (ver),ver,to see you,VERB,VERB,Verb
77,577,iré,*iré* (ir),ir,I will go,AUX,AUX,Auxiliary
78,578,tenido,*tenido* (tener),tener,had,VERB,VERB,Verb
79,579,culpa,culpa,culpa,blame,NOUN,NOUN,Noun
80,580,culpa,*culpa* (culpar),culpar,blame,NOUN,NOUN,Noun
81,581,veras,veras,veras,you will see,NOUN,NOUN,Noun
82,582,adónde,adónde,adónde,where to,PRON,PRON,Pronoun
83,583,buscando,*buscando* (buscar),buscar,searching,VERB,VERB,Verb
84,584,cuanto,cuanto,cuanto,how much,ADV,ADV,Adverb
85,585,padres,*padres* (padre),padre,parents,NOUN,NOUN,Noun
86,586,paz,paz,paz,peace,NOUN,NOUN,Noun
87,587,demonios,*demonios* (demonio),demonio,demons,NOUN,NOUN,Noun
88,588,estará,*estará* (estar),estar,will be,AUX,AUX,Auxiliary
89,589,cual,cual,cual,which,PRON,PRON,Pronoun
90,590,perdón,perdón,perdón,sorry,NOUN,NOUN,Noun
91,591,asi,*asi* (así),así,So,ADV,ADV,Adverb
92,592,jugar,jugar,jugar,play,VERB,VERB,Verb
93,593,pensando,*pensando* (pensar),pensar,thinking,VERB,VERB,Verb
94,594,esperar,esperar,esperar,wait,VERB,VERB,Verb
95,595,sabemos,*sabemos* (saber),saber,we know,VERB,VERB,Verb
96,596,recuerdo,recuerdo,recuerdo,memory,VERB,VERB,Verb
97,597,recuerdo,*recuerdo* (recordar),recordar,memory,VERB,VERB,Verb
98,598,par,par,par,pair,NOUN,NOUN,Noun
99,599,joven,joven,joven,young,ADJ,ADJ,Adjective
