,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,1200,río,río,río,river,NOUN,NOUN,Noun
1,1201,río,*río* (reír),reír,river,NOUN,NOUN,Noun
2,1202,relación,relación,,relationship,NOUN,NOUN,Noun
3,1203,drogas,*drogas* (droga),,drugs,NOUN,NOUN,Noun
4,1204,luces,*luces* (luz),,lights,NOUN,NOUN,Noun
5,1205,bromeando,*bromeando* (bromear),,joking,VERB,VERB,Verb
6,1206,ojalá,ojalá,,I wish,INTJ,INTJ,Interjection
7,1207,hablamos,*hablamos* (hablar),,talk later,VERB,VERB,Verb
8,1208,trabaja,*trabaja* (trabajar),,works,VERB,VERB,Verb
9,1209,irse,*irse* (ir),,leave,VERB,VERB,Verb
10,1210,libros,*libros* (libro),,books,NOUN,NOUN,Noun
11,1211,radio,radio,,radio,NOUN,NOUN,Noun
12,1212,vienes,*vienes* (venir),,you come,NOUN,NOUN,Noun
13,1213,quedan,*quedan* (quedar),,remain,VERB,VERB,Verb
14,1214,excepto,excepto,,except,ADP,ADP,Preposition
15,1215,brazo,brazo,,arm,NOUN,NOUN,Noun
16,1216,tome,*tome* (tomar),,take,VERB,VERB,Verb
17,1217,rojo,rojo,,red,ADJ,ADJ,Adjective
18,1218,conocido,conocido,conocido,acquaintance,ADJ,ADJ,Adjective
19,1219,conocido,*conocido* (conocer),conocer,acquaintance,ADJ,ADJ,Adjective
20,1220,universidad,universidad,,university,NOUN,NOUN,Noun
21,1221,investigación,investigación,,investigation,NOUN,NOUN,Noun
22,1222,batalla,batalla,,battle,NOUN,NOUN,Noun
23,1223,reglas,*reglas* (regla),,rules,NOUN,NOUN,Noun
24,1224,cargo,cargo,cargo,post,NOUN,NOUN,Noun
25,1225,cargo,*cargo* (cargar),cargar,post,NOUN,NOUN,Noun
26,1226,hogar,hogar,,home,NOUN,NOUN,Noun
27,1227,ninguno,ninguno,,none,PRON,PRON,Pronoun
28,1228,dieron,*dieron* (dar),,they gave,VERB,VERB,Verb
29,1229,vuelva,*vuelva* (volver),,come back,VERB,VERB,Verb
30,1230,sabías,*sabías* (saber),,did you know,NOUN,NOUN,Noun
31,1231,respeto,respeto,respeto,I respect,NOUN,NOUN,Noun
32,1232,respeto,*respeto* (respetar),respetar,I respect,NOUN,NOUN,Noun
33,1233,estación,estación,,season,NOUN,NOUN,Noun
34,1234,corte,corte,corte,court,NOUN,NOUN,Noun
35,1235,corte,*corte* (cortar),cortar,court,NOUN,NOUN,Noun
36,1236,paciente,paciente,,patient,ADJ,ADJ,Adjective
37,1237,encuentro,encuentro,encuentro,meeting,NOUN,NOUN,Noun
38,1238,encuentro,*encuentro* (encontrar),encontrar,meeting,NOUN,NOUN,Noun
39,1239,energía,energía,,energy,NOUN,NOUN,Noun
40,1240,dejado,dejado,dejado,left,ADJ,ADJ,Adjective
41,1241,dejado,*dejado* (dejar),dejar,left,ADJ,ADJ,Adjective
42,1242,baile,baile,,dance,NOUN,NOUN,Noun
43,1243,abuela,abuela,,grandmother,NOUN,NOUN,Noun
44,1244,caliente,caliente,,hot,ADJ,ADJ,Adjective
45,1245,vieja,*vieja* (viejo),,old,ADJ,ADJ,Adjective
46,1246,viendo,*viendo* (ver),,seeing,VERB,VERB,Verb
47,1247,veremos,*veremos* (ver),,we will see,VERB,VERB,Verb
48,1248,rayos,*rayos* (rayo),,good heavens,NOUN,NOUN,Noun
49,1249,simple,simple,,simple,ADJ,ADJ,Adjective
50,1250,bailar,bailar,,dance,VERB,VERB,Verb
51,1251,papa,papa,,dad,VERB,VERB,Verb
52,1252,triste,triste,,sad,ADJ,ADJ,Adjective
53,1253,zona,zona,,zone,NOUN,NOUN,Noun
54,1254,serás,*serás* (ser),,you will,NOUN,NOUN,Noun
55,1255,guardia,guardia,,guard,NOUN,NOUN,Noun
56,1256,canción,canción,,song,NOUN,NOUN,Noun
57,1257,salud,salud,,health,NOUN,NOUN,Noun
58,1258,escuchar,escuchar,,hear,VERB,VERB,Verb
59,1259,parar,parar,,stall,VERB,VERB,Verb
60,1260,estarás,*estarás* (estar),,you will be,PROPN,PROPN,Proper noun
61,1261,cenar,cenar,,have dinner,VERB,VERB,Verb
62,1262,soldados,*soldados* (soldado),,soldiers,NOUN,NOUN,Noun
63,1263,caballo,caballo,,horse,NOUN,NOUN,Noun
64,1264,serán,*serán* (ser),,will be,AUX,AUX,Auxiliary
65,1265,estaremos,*estaremos* (estar),,we will be,AUX,AUX,Auxiliary
66,1266,interesa,*interesa* (interesar),,interested,VERB,VERB,Verb
67,1267,volar,volar,,fly,VERB,VERB,Verb
68,1268,principio,principio,,principle,NOUN,NOUN,Noun
69,1269,nivel,nivel,,level,NOUN,NOUN,Noun
70,1270,cálmate,*cálmate* (calmar),,take it easy,NOUN,NOUN,Noun
71,1271,conocer,conocer,,know,VERB,VERB,Verb
72,1272,finalmente,finalmente,,finally,ADV,ADV,Adverb
73,1273,alegro,*alegro* (alegrar),alegrar,glad,VERB,VERB,Verb
74,1274,alegro,alegro,alegro,glad,VERB,VERB,Verb
75,1275,debajo,debajo,,below,ADV,ADV,Adverb
76,1276,podrían,*podrían* (poder),,could,AUX,AUX,Auxiliary
77,1277,bosque,bosque,,forest,PROPN,PROPN,Proper noun
78,1278,bonita,*bonita* (bonito),,pretty,ADJ,ADJ,Adjective
79,1279,bolsa,bolsa,,bag,ADJ,ADJ,Adjective
80,1280,pone,*pone* (poner),,places,VERB,VERB,Verb
81,1281,taxi,taxi,,cab,VERB,VERB,Verb
