,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,1500,vacaciones,*vacaciones* (vacación),,vacation,NOUN,NOUN,Noun
1,1501,perdió,*perdió* (perder),,lost,VERB,VERB,Verb
2,1502,fondo,fondo,,background,NOUN,NOUN,Noun
3,1503,verde,verde,,green,ADJ,ADJ,Adjective
4,1504,parecen,*parecen* (parecer),,they look like,VERB,VERB,Verb
5,1505,mama,mama,,mother,NOUN,NOUN,Noun
6,1506,bienvenida,bienvenida,,welcome,ADJ,ADJ,Adjective
7,1507,opción,opción,,option,NOUN,NOUN,Noun
8,1508,operación,operación,,operation,NOUN,NOUN,Noun
9,1509,hablado,*hablado* (hablar),,spoken,ADJ,ADJ,Adjective
10,1510,traer,traer,,bring,VERB,VERB,Verb
11,1511,principal,principal,,major,ADJ,ADJ,Adjective
12,1512,demonio,demonio,,devil,NOUN,NOUN,Noun
13,1513,zapatos,*zapatos* (zapato),,shoes,NOUN,NOUN,Noun
14,1514,leo,*leo* (leer),,leo,PROPN,PROPN,Proper noun
15,1515,respecto,respecto,,regard,NOUN,NOUN,Noun
16,1516,nuevos,*nuevos* (nuevo),,new,ADJ,ADJ,Adjective
17,1517,especie,especie,,species,VERB,VERB,Verb
18,1518,pidió,*pidió* (pedir),,asked,VERB,VERB,Verb
19,1519,éxito,éxito,,success,NOUN,NOUN,Noun
20,1520,cabrón,cabrón,,bastard,NOUN,NOUN,Noun
21,1521,mírame,*mírame* (mirar),,Look at me,ADJ,ADJ,Adjective
22,1522,piernas,*piernas* (pierna),,legs,NOUN,NOUN,Noun
23,1523,unidad,unidad,,unit,NOUN,NOUN,Noun
24,1524,hielo,hielo,,ice,NOUN,NOUN,Noun
25,1525,llegamos,*llegamos* (llegar),,we arrived,VERB,VERB,Verb
26,1526,déjeme,*déjeme* (dejar),,let me,VERB,VERB,Verb
27,1527,debí,*debí* (deber),,I should have,VERB,VERB,Verb
28,1528,vendrá,*vendrá* (venir),,will come,VERB,VERB,Verb
29,1529,matrimonio,matrimonio,,marriage,NOUN,NOUN,Noun
30,1530,habías,*habías* (haber),,had,ADJ,ADJ,Adjective
31,1531,podrá,*podrá* (poder),,will be able,AUX,AUX,Auxiliary
32,1532,piel,piel,,fur,NOUN,NOUN,Noun
33,1533,preocupa,*preocupa* (preocupar),,worries,VERB,VERB,Verb
34,1534,quedarme,*quedarme* (quedar),,stay,VERB,VERB,Verb
35,1535,mio,*mio* (mío),mío,mine,DET,DET,Determiner
36,1536,mio,mio,mio,mine,DET,DET,Determiner
37,1537,tuviera,*tuviera* (tener),,had,VERB,VERB,Verb
38,1538,tiempos,*tiempos* (tiempo),,time,NOUN,NOUN,Noun
39,1539,quienes,*quienes* (quien),,who,PRON,PRON,Pronoun
40,1540,oiga,*oiga* (oír),,Listen,VERB,VERB,Verb
41,1541,últimos,*últimos* (último),,last,ADJ,ADJ,Adjective
42,1542,oigan,*oigan* (oír),,hey,VERB,VERB,Verb
43,1543,fuimos,*fuimos* (ir),ir,went,VERB,VERB,Verb
44,1544,fuimos,*fuimos* (ser),ser,went,VERB,VERB,Verb
45,1545,arte,arte,,art,NOUN,NOUN,Noun
46,1546,necesitaba,*necesitaba* (necesitar),,needed,VERB,VERB,Verb
47,1547,quiénes,*quiénes* (quién),,who,PRON,PRON,Pronoun
48,1548,común,común,,common,ADJ,ADJ,Adjective
49,1549,intentando,*intentando* (intentar),,trying,VERB,VERB,Verb
50,1550,llevaré,*llevaré* (llevar),,I will take,VERB,VERB,Verb
51,1551,levántate,*levántate* (levantar),,Get up,NOUN,NOUN,Noun
52,1552,correr,correr,,run,VERB,VERB,Verb
53,1553,brillante,brillante,,bright,ADJ,ADJ,Adjective
54,1554,calor,calor,,heat,NOUN,NOUN,Noun
55,1555,planes,*planes* (plan),,plans,NOUN,NOUN,Noun
56,1556,dra,*dra* (doctora),,dr,VERB,VERB,Verb
57,1557,visita,visita,,visit,NOUN,NOUN,Noun
58,1558,presión,presión,,pressure,NOUN,NOUN,Noun
59,1559,pared,pared,,wall,NOUN,NOUN,Noun
60,1560,esperanza,esperanza,,hope,NOUN,NOUN,Noun
61,1561,completo,completo,completo,complete,ADJ,ADJ,Adjective
62,1562,completo,*completo* (completar),completar,complete,ADJ,ADJ,Adjective
63,1563,subir,subir,,increase,VERB,VERB,Verb
64,1564,cansado,*cansado* (cansar),cansar,tired,ADJ,ADJ,Adjective
65,1565,cansado,cansado,cansado,tired,ADJ,ADJ,Adjective
66,1566,llame,*llame* (llamar),,I called,NOUN,NOUN,Noun
67,1567,recordar,recordar,,remember,VERB,VERB,Verb
68,1568,trampa,trampa,,trap,NOUN,NOUN,Noun
69,1569,monstruo,monstruo,,monster,NOUN,NOUN,Noun
70,1570,bajar,bajar,,lower,VERB,VERB,Verb
71,1571,pierna,pierna,,leg,NOUN,NOUN,Noun
72,1572,señores,*señores* (señor),,sirs,NOUN,NOUN,Noun
73,1573,tomó,*tomó* (tomar),,took,VERB,VERB,Verb
74,1574,pasará,*pasará* (pasar),,it will happen,VERB,VERB,Verb
75,1575,mataste,*mataste* (matar),,you killed,VERB,VERB,Verb
76,1576,grandioso,grandioso,,magnificent,ADJ,ADJ,Adjective
77,1577,socio,socio,,partner,NOUN,NOUN,Noun
78,1578,herido,*herido* (herir),herir,injured,ADJ,ADJ,Adjective
79,1579,herido,herido,herido,injured,ADJ,ADJ,Adjective
80,1580,cayó,*cayó* (caer),,fell,VERB,VERB,Verb
81,1581,fuerzas,*fuerzas* (fuerza),fuerza,forces,NOUN,NOUN,Noun
