,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,1300,apuesto,*apuesto* (apostar),,handsome,ADJ,ADJ,Adjective
1,1301,prisión,prisión,,prison,NOUN,NOUN,Noun
2,1302,mirar,mirar,,look,VERB,VERB,Verb
3,1303,inteligente,inteligente,,intelligent,ADJ,ADJ,Adjective
4,1304,metros,*metros* (metro),,meters,NOUN,NOUN,Noun
5,1305,fantástico,fantástico,,fantastic,ADJ,ADJ,Adjective
6,1306,próximo,próximo,,next,ADJ,ADJ,Adjective
7,1307,jugando,*jugando* (jugar),,playing,VERB,VERB,Verb
8,1308,ojo,ojo,,eye,NOUN,NOUN,Noun
9,1309,salga,*salga* (salir),,out,VERB,VERB,Verb
10,1310,vea,*vea* (ver),,see,VERB,VERB,Verb
11,1311,llaman,*llaman* (llamar),,they call,VERB,VERB,Verb
12,1312,entrada,entrada,entrada,entrance,NOUN,NOUN,Noun
13,1313,entrada,*entrada* (entrar),entrar,entrance,NOUN,NOUN,Noun
14,1314,duda,duda,duda,doubt,VERB,VERB,Verb
15,1315,duda,*duda* (dudar),dudar,doubt,VERB,VERB,Verb
16,1316,cerveza,cerveza,,beer,NOUN,NOUN,Noun
17,1317,unidos,*unidos* (unido),unido,joined,ADJ,ADJ,Adjective
18,1318,unidos,*unidos* (unir),unir,joined,ADJ,ADJ,Adjective
19,1319,matado,matado,matado,killed,ADJ,ADJ,Adjective
20,1320,matado,*matado* (matar),matar,killed,ADJ,ADJ,Adjective
21,1321,princesa,princesa,,princess,NOUN,NOUN,Noun
22,1322,perdí,*perdí* (perder),,I missed,VERB,VERB,Verb
23,1323,entender,entender,,understand,VERB,VERB,Verb
24,1324,santa,*santa* (santo),,holy,VERB,VERB,Verb
25,1325,quedar,quedar,,meet,VERB,VERB,Verb
26,1326,miles,*miles* (mil),,Thousands,NUM,NUM,Numeral
27,1327,llamaré,*llamaré* (llamar),,I will call,VERB,VERB,Verb
28,1328,compañero,compañero,,buddy,ADJ,ADJ,Adjective
29,1329,pensado,*pensado* (pensar),,thought-out,ADJ,ADJ,Adjective
30,1330,espalda,espalda,,back,NOUN,NOUN,Noun
31,1331,dejé,*dejé* (dejar),,leave,VERB,VERB,Verb
32,1332,bomba,bomba,,bomb,NOUN,NOUN,Noun
33,1333,cartas,*cartas* (carta),,cards,NOUN,NOUN,Noun
34,1334,apenas,apenas,,barely,ADV,ADV,Adverb
35,1335,leer,leer,,read,VERB,VERB,Verb
36,1336,hermanos,*hermanos* (hermano),,siblings,NOUN,NOUN,Noun
37,1337,darme,*darme* (dar),,give me,VERB,VERB,Verb
38,1338,papi,papi,,Daddy,NOUN,NOUN,Noun
39,1339,mantener,mantener,,keep,VERB,VERB,Verb
40,1340,suyo,suyo,,yours,DET,DET,Determiner
41,1341,rico,rico,,rich,ADJ,ADJ,Adjective
