,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,1600,solos,*solos* (solo),,alone,ADJ,ADJ,Adjective
1,1601,matarme,*matarme* (matar),,kill me,VERB,VERB,Verb
2,1602,pon,*pon* (poner),,put,NOUN,NOUN,Noun
3,1603,hubiese,*hubiese* (haber),,would have,AUX,AUX,Auxiliary
4,1604,bebe,*bebe* (beber),,baby,VERB,VERB,Verb
5,1605,tanta,*tanta* (tanto),,so much,DET,DET,Determiner
6,1606,oeste,oeste,,west,ADJ,ADJ,Adjective
7,1607,parís,*parís* (París),,Paris,PROPN,PROPN,Proper noun
8,1608,viento,viento,,wind,NOUN,NOUN,Noun
9,1609,jóvenes,*jóvenes* (joven),,youths,NOUN,NOUN,Noun
10,1610,hacerme,*hacerme* (hacer),,make me,VERB,VERB,Verb
11,1611,asiento,asiento,,seat,NOUN,NOUN,Noun
12,1612,estupendo,estupendo,,great,VERB,VERB,Verb
13,1613,caminar,caminar,,walk,VERB,VERB,Verb
14,1614,juicio,juicio,,judgment,NOUN,NOUN,Noun
15,1615,creerlo,*creerlo* (creer),,believe it,VERB,VERB,Verb
16,1616,carga,carga,carga,burden,NOUN,NOUN,Noun
17,1617,carga,*carga* (cargar),cargar,burden,NOUN,NOUN,Noun
18,1618,tranquila,*tranquila* (tranquilo),,peaceful,ADJ,ADJ,Adjective
19,1619,banda,banda,,band,NOUN,NOUN,Noun
20,1620,estarán,*estarán* (estar),,will be,AUX,AUX,Auxiliary
21,1621,animal,animal,,animal,ADJ,ADJ,Adjective
22,1622,escuchen,*escuchen* (escuchar),,listen,VERB,VERB,Verb
23,1623,encontraron,*encontraron* (encontrar),,They found,VERB,VERB,Verb
24,1624,dejas,*dejas* (dejar),,you let,VERB,VERB,Verb
25,1625,tarjeta,tarjeta,,card,NOUN,NOUN,Noun
26,1626,ibas,*ibas* (ir),,you were going,NOUN,NOUN,Noun
27,1627,podrás,*podrás* (poder),,you can,VERB,VERB,Verb
28,1628,nueve,nueve,,nine,NUM,NUM,Numeral
29,1629,seguramente,seguramente,,surely,ADV,ADV,Adverb
30,1630,volverá,*volverá* (volver),,To return to,VERB,VERB,Verb
31,1631,majestad,majestad,,majesty,NOUN,NOUN,Noun
32,1632,llena,*llena* (lleno),lleno,full,ADJ,ADJ,Adjective
33,1633,llena,*llena* (llenar),llenar,full,ADJ,ADJ,Adjective
34,1634,caer,caer,,fall,VERB,VERB,Verb
35,1635,aeropuerto,aeropuerto,,airport,NOUN,NOUN,Noun
36,1636,vayamos,*vayamos* (ir),,let's go,VERB,VERB,Verb
37,1637,acabado,*acabado* (acabar),,finish,ADJ,ADJ,Adjective
38,1638,sigo,*sigo* (seguir),,I follow,VERB,VERB,Verb
39,1639,enorme,enorme,,enormous,ADJ,ADJ,Adjective
40,1640,área,área,,area,NOUN,NOUN,Noun
41,1641,muevas,*muevas* (mover),,move,ADJ,ADJ,Adjective
42,1642,haberlo,*haberlo* (haber),,have,VERB,VERB,Verb
43,1643,dejen,*dejen* (dejar),,leave,VERB,VERB,Verb
44,1644,ridículo,ridículo,,ridiculous,ADJ,ADJ,Adjective
45,1645,reloj,reloj,,clock,NOUN,NOUN,Noun
46,1646,hagamos,*hagamos* (hacer),,let's do,VERB,VERB,Verb
47,1647,flores,*flores* (flor),,flowers,NOUN,NOUN,Noun
48,1648,mapa,mapa,,map,ADJ,ADJ,Adjective
49,1649,culpable,culpable,,guilty,ADJ,ADJ,Adjective
50,1650,cuentas,*cuentas* (cuenta),cuenta,accounts,NOUN,NOUN,Noun
51,1651,cuentas,*cuentas* (contar),contar,accounts,NOUN,NOUN,Noun
52,1652,pareja,pareja,,couple,NOUN,NOUN,Noun
53,1653,tomando,*tomando* (tomar),,taking,VERB,VERB,Verb
54,1654,laboratorio,laboratorio,,laboratory,NOUN,NOUN,Noun
55,1655,beso,beso,beso,kiss,NOUN,NOUN,Noun
56,1656,beso,*beso* (besar),besar,kiss,NOUN,NOUN,Noun
57,1657,empezó,*empezó* (empezar),,it started,VERB,VERB,Verb
58,1658,pedí,*pedí* (pedir),,I asked,VERB,VERB,Verb
59,1659,nariz,nariz,,nose,NOUN,NOUN,Noun
60,1660,cuestión,cuestión,,question,NOUN,NOUN,Noun
61,1661,terminó,*terminó* (terminar),,term,VERB,VERB,Verb
62,1662,vengo,*vengo* (venir),,come,VERB,VERB,Verb
63,1663,perdona,*perdona* (perdonar),,sorry,NOUN,NOUN,Noun
64,1664,acuerdas,*acuerdas* (acordar),,you agree,ADJ,ADJ,Adjective
65,1665,verano,verano,,summer,NOUN,NOUN,Noun
66,1666,prefiero,*prefiero* (preferir),,prefer,VERB,VERB,Verb
67,1667,peso,peso,peso,weight,NOUN,NOUN,Noun
68,1668,peso,*peso* (pesar),pesar,weight,NOUN,NOUN,Noun
69,1669,oscuridad,oscuridad,,darkness,NOUN,NOUN,Noun
70,1670,diferentes,*diferentes* (diferente),,different,ADJ,ADJ,Adjective
71,1671,cliente,cliente,,customer,NOUN,NOUN,Noun
72,1672,cuántas,*cuántas* (cuántos),,how many,ADJ,ADJ,Adjective
73,1673,televisión,televisión,,television,NOUN,NOUN,Noun
74,1674,suya,*suya* (suyo),,hers,DET,DET,Determiner
75,1675,prensa,prensa,,press,NOUN,NOUN,Noun
76,1676,vistazo,vistazo,,glance,NOUN,NOUN,Noun
77,1677,inmediatamente,inmediatamente,,immediately,ADV,ADV,Adverb
78,1678,solamente,solamente,,only,ADV,ADV,Adverb
79,1679,gordo,gordo,,fat,ADJ,ADJ,Adjective
80,1680,quedarse,*quedarse* (quedar),,stay,VERB,VERB,Verb
81,1681,posibilidad,posibilidad,,possibility,NOUN,NOUN,Noun
82,1682,medicina,medicina,,medicine,NOUN,NOUN,Noun
83,1683,malditos,*malditos* (maldito),,cursed,ADJ,ADJ,Adjective
84,1684,pantalones,*pantalones* (pantalón),,pants,NOUN,NOUN,Noun
