,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,1900,interior,interior,,inside,PROPN,PROPN,Proper noun
1,1901,hechos,*hechos* (hecho),hecho,facts,NOUN,NOUN,Noun
2,1902,hechos,*hechos* (hacer),hacer,facts,NOUN,NOUN,Noun
3,1903,piedra,piedra,,stone,NOUN,NOUN,Noun
4,1904,jodido,jodido,jodido,fucking,NOUN,NOUN,Noun
5,1905,jodido,*jodido* (joder),joder,fucking,NOUN,NOUN,Noun
6,1906,militar,militar,,military,ADJ,ADJ,Adjective
7,1907,computadora,computadora,,computer,ADJ,ADJ,Adjective
8,1908,encantaría,*encantaría* (encantar),,would love,VERB,VERB,Verb
9,1909,siga,*siga* (seguir),,follow,VERB,VERB,Verb
10,1910,silla,silla,,chair,NOUN,NOUN,Noun
11,1911,movimiento,movimiento,,motion,NOUN,NOUN,Noun
12,1912,momentos,*momentos* (momento),,moments,NOUN,NOUN,Noun
13,1913,familiar,familiar,,familiar,ADJ,ADJ,Adjective
14,1914,apartamento,apartamento,,apartment,NOUN,NOUN,Noun
15,1915,disparar,disparar,,shoot,VERB,VERB,Verb
16,1916,tesoro,tesoro,,treasure,NOUN,NOUN,Noun
17,1917,perfecta,*perfecta* (perfecto),,perfect,ADJ,ADJ,Adjective
18,1918,refiero,*refiero* (referir),,I mean,ADJ,ADJ,Adjective
19,1919,motivo,motivo,,reason,NOUN,NOUN,Noun
20,1920,dará,*dará* (dar),,give to,VERB,VERB,Verb
21,1921,nuevas,*nuevas* (nuevo),,new,ADJ,ADJ,Adjective
22,1922,mr,*mr* (mister),,mr,PUNCT,PUNCT,Punctuation
23,1923,querer,querer,,want,VERB,VERB,Verb
24,1924,matarlo,*matarlo* (matar),,kill him,VERB,VERB,Verb
25,1925,valiente,valiente,,brave,ADJ,ADJ,Adjective
26,1926,víctima,víctima,,victim,NOUN,NOUN,Noun
27,1927,tendrán,*tendrán* (tener),,they will have,VERB,VERB,Verb
28,1928,estúpida,*estúpida* (estúpido),,stupid,ADJ,ADJ,Adjective
29,1929,envió,*envió* (enviar),,shipment,VERB,VERB,Verb
30,1930,encantado,encantado,encantado,delighted,ADJ,ADJ,Adjective
31,1931,encantado,*encantado* (encantar),encantar,delighted,ADJ,ADJ,Adjective
32,1932,diario,diario,,diary,ADJ,ADJ,Adjective
33,1933,abran,*abran* (abrir),,open,VERB,VERB,Verb
34,1934,sentí,*sentí* (sentir),,I felt,VERB,VERB,Verb
35,1935,autobús,autobús,,bus,NOUN,NOUN,Noun
36,1936,traído,*traído* (traer),,brought,VERB,VERB,Verb
37,1937,casas,*casas* (casa),casa,houses,NOUN,NOUN,Noun
38,1938,casas,*casas* (casar),casar,houses,NOUN,NOUN,Noun
39,1939,apúrate,*apúrate* (apurar),,hurry up,VERB,VERB,Verb
40,1940,encuentras,*encuentras* (encontrar),,you find,NOUN,NOUN,Noun
41,1941,descanso,descanso,descanso,rest,NOUN,NOUN,Noun
42,1942,descanso,*descanso* (descansar),descansar,rest,NOUN,NOUN,Noun
43,1943,sheriff,sheriff,,sheriff,NOUN,NOUN,Noun
44,1944,mueve,*mueve* (mover),,moves,VERB,VERB,Verb
45,1945,inglaterra,*inglaterra* (Inglaterra),,England,ADJ,ADJ,Adjective
46,1946,quieto,quieto,,still,NOUN,NOUN,Noun
47,1947,matarte,*matarte* (matar),,kill you,VERB,VERB,Verb
48,1948,calles,*calles* (calle),calle,streets,NOUN,NOUN,Noun
49,1949,calles,*calles* (callar),callar,streets,NOUN,NOUN,Noun
50,1950,tamaño,tamaño,,size,NOUN,NOUN,Noun
51,1951,colegio,colegio,,school,NOUN,NOUN,Noun
52,1952,usando,*usando* (usar),,wearing,VERB,VERB,Verb
