,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,900,basura,basura,basura,trash,NOUN,NOUN,Noun
1,901,situación,situación,situación,situation,NOUN,NOUN,Noun
2,902,mejores,*mejores* (mejor),mejor,top,ADJ,ADJ,Adjective
3,903,vienen,*vienen* (venir),venir,they come,VERB,VERB,Verb
4,904,encanta,*encanta* (encantar),encantar,loves,ADJ,ADJ,Adjective
5,905,marido,marido,marido,husband,NOUN,NOUN,Noun
6,906,personal,personal,personal,staff,ADJ,ADJ,Adjective
7,907,maestro,maestro,maestro,teacher,NOUN,NOUN,Noun
8,908,hambre,hambre,hambre,hunger,NOUN,NOUN,Noun
9,909,ataque,ataque,ataque,stroke,NOUN,NOUN,Noun
10,910,ataque,*ataque* (atacar),atacar,stroke,NOUN,NOUN,Noun
11,911,culo,culo,culo,ass,NOUN,NOUN,Noun
12,912,dale,*dale* (dar),dar,Go ahead,VERB,VERB,Verb
13,913,pie,pie,pie,foot,NOUN,NOUN,Noun
14,914,conseguir,conseguir,conseguir,get,VERB,VERB,Verb
15,915,trabajando,*trabajando* (trabajar),trabajar,working,VERB,VERB,Verb
16,916,gracioso,gracioso,gracioso,funny,ADJ,ADJ,Adjective
17,917,dejó,*dejó* (dejar),dejar,let,VERB,VERB,Verb
18,918,pudo,*pudo* (poder),poder,could,AUX,AUX,Auxiliary
19,919,derecha,derecha,derecha,right,ADJ,ADJ,Adjective
20,920,izquierda,izquierda,izquierda,left,ADJ,ADJ,Adjective
21,921,próxima,*próxima* (próximo),próximo,next,ADJ,ADJ,Adjective
22,922,pobre,pobre,pobre,poor,ADJ,ADJ,Adjective
23,923,respuesta,respuesta,respuesta,answer,NOUN,NOUN,Noun
24,924,tipos,*tipos* (tipo),tipo,guys,NOUN,NOUN,Noun
25,925,sentir,sentir,sentir,feel,VERB,VERB,Verb
26,926,tenías,*tenías* (tener),tener,you had,NOUN,NOUN,Noun
27,927,pude,*pude* (poder),poder,could,AUX,AUX,Auxiliary
28,928,darle,*darle* (dar),dar,give him,VERB,VERB,Verb
29,929,voz,voz,voz,voice,NOUN,NOUN,Noun
30,930,amiga,amiga,amiga,friend,NOUN,NOUN,Noun
31,931,gustan,*gustan* (gustar),gustar,they like,VERB,VERB,Verb
32,932,vista,vista,vista,view,ADJ,ADJ,Adjective
33,933,vista,*vista* (ver),ver,view,ADJ,ADJ,Adjective
34,934,salvo,salvo,salvo,except,ADP,ADP,Preposition
35,935,salvo,*salvo* (salvar),salvar,except,ADP,ADP,Preposition
36,936,loca,*loca* (loco),loco,crazy,VERB,VERB,Verb
37,937,hotel,hotel,hotel,hotel,NOUN,NOUN,Noun
38,938,hicieron,*hicieron* (hacer),hacer,they made,VERB,VERB,Verb
39,939,ten,*ten* (tener),tener,have,VERB,VERB,Verb
40,940,temo,*temo* (temer),temer,I fear,VERB,VERB,Verb
41,941,señal,señal,señal,sign,NOUN,NOUN,Noun
42,942,pelo,pelo,pelo,hair,NOUN,NOUN,Noun
43,943,pelo,*pelo* (pelar),pelar,hair,NOUN,NOUN,Noun
44,944,llevo,*llevo* (llevar),llevar,he took,VERB,VERB,Verb
45,945,ayer,ayer,ayer,yesterday,ADV,ADV,Adverb
46,946,das,*das* (dar),dar,you give,ADJ,ADJ,Adjective
47,947,nena,nena,nena,chick,PROPN,PROPN,Proper noun
48,948,servicio,servicio,servicio,service,NOUN,NOUN,Noun
49,949,tren,tren,tren,train,VERB,VERB,Verb
50,950,bonito,bonito,bonito,pretty,ADJ,ADJ,Adjective
51,951,mes,mes,mes,month,NOUN,NOUN,Noun
52,952,tendrá,*tendrá* (tener),tener,will have,VERB,VERB,Verb
53,953,tendrás,*tendrás* (tener),tener,you will have,ADJ,ADJ,Adjective
54,954,edad,edad,edad,age,NOUN,NOUN,Noun
55,955,ellas,ellas,ellas,they,PRON,PRON,Pronoun
56,956,hermosa,*hermosa* (hermoso),hermoso,beautiful,ADJ,ADJ,Adjective
57,957,honor,honor,honor,honor,NOUN,NOUN,Noun
58,958,simplemente,simplemente,simplemente,simply,ADV,ADV,Adverb
59,959,llamas,*llamas* (llamar),llamar,calls,NOUN,NOUN,Noun
60,960,llamas,*llamas* (llama),llama,calls,NOUN,NOUN,Noun
61,961,tengas,*tengas* (tener),tener,have,NOUN,NOUN,Noun
62,962,corre,*corre* (correr),correr,runs,VERB,VERB,Verb
63,963,baja,*baja* (bajo),bajo,low,ADJ,ADJ,Adjective
64,964,baja,baja,baja,low,ADJ,ADJ,Adjective
65,965,sol,sol,sol,sun,NOUN,NOUN,Noun
66,966,siéntate,*siéntate* (sentar),sentar,Sit down,VERB,VERB,Verb
67,967,dan,*dan* (dar),dar,give,VERB,VERB,Verb
68,968,humano,humano,humano,human,ADJ,ADJ,Adjective
69,969,divertido,divertido,divertido,fun,ADJ,ADJ,Adjective
70,970,divertido,*divertido* (divertir),divertir,fun,ADJ,ADJ,Adjective
71,971,sexo,sexo,sexo,sex,NOUN,NOUN,Noun
72,972,vuelto,vuelto,vuelto,turned,VERB,VERB,Verb
73,973,vuelto,*vuelto* (volver),volver,turned,VERB,VERB,Verb
74,974,peligro,peligro,peligro,danger,NOUN,NOUN,Noun
75,975,peligro,*peligro* (peligrar),peligrar,danger,NOUN,NOUN,Noun
76,976,mesa,mesa,mesa,table,NOUN,NOUN,Noun
77,977,siguiente,siguiente,siguiente,following,ADJ,ADJ,Adjective
78,978,hablo,*hablo* (hablar),hablar,speak,VERB,VERB,Verb
79,979,disculpa,disculpa,disculpa,sorry,NOUN,NOUN,Noun
80,980,disculpa,*disculpa* (disculpar),disculpar,sorry,NOUN,NOUN,Noun
81,981,decirme,*decirme* (decir),decir,tell me,VERB,VERB,Verb
82,982,caja,caja,caja,box,VERB,VERB,Verb
83,983,negocios,*negocios* (negocio),negocio,business,NOUN,NOUN,Noun
84,984,negocios,*negocios* (negociar),negociar,business,NOUN,NOUN,Noun
85,985,misión,misión,misión,mission,NOUN,NOUN,Noun
86,986,silencio,silencio,silencio,silence,NOUN,NOUN,Noun
87,987,sale,*sale* (salir),salir,comes out,VERB,VERB,Verb
88,988,llegado,*llegado* (llegar),llegar,arrived,VERB,VERB,Verb
89,989,estaría,*estaría* (estar),estar,It would,AUX,AUX,Auxiliary
90,990,regreso,regreso,regreso,return,NOUN,NOUN,Noun
91,991,regreso,*regreso* (regresar),regresar,return,NOUN,NOUN,Noun
92,992,media,media,media,half,NUM,NUM,Numeral
93,993,media,*media* (medio),medio,half,NUM,NUM,Numeral
94,994,estan,*estan* (estar),estar,are,VERB,VERB,Verb
95,995,propio,propio,propio,own,ADJ,ADJ,Adjective
96,996,oro,oro,oro,gold,NOUN,NOUN,Noun
97,997,oro,*oro* (orar),orar,gold,NOUN,NOUN,Noun
98,998,enseguida,enseguida,enseguida,right away,ADV,ADV,Adverb
99,999,linda,*linda* (lindo),lindo,beautiful,ADJ,ADJ,Adjective
