,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,400,cerca,*cerca* (cercar),cercar,near,ADV,ADV,Adverb
1,401,otros,*otros* (otro),otro,others,PRON,PRON,Pronoun
2,402,sigue,*sigue* (seguir),seguir,go on,VERB,VERB,Verb
3,403,grande,grande,grande,big,ADJ,ADJ,Adjective
4,404,arriba,arriba,arriba,above,ADV,ADV,Adverb
5,405,jefe,jefe,jefe,boss,NOUN,NOUN,Noun
6,406,habla,*habla* (hablar),hablar,speaks,VERB,VERB,Verb
7,407,habla,habla,habla,speaks,VERB,VERB,Verb
8,408,supongo,*supongo* (suponer),suponer,i guess,VERB,VERB,Verb
9,409,manera,manera,manera,manner,NOUN,NOUN,Noun
10,410,quieren,*quieren* (querer),querer,they want,VERB,VERB,Verb
11,411,feliz,feliz,feliz,happy,ADJ,ADJ,Adjective
12,412,significa,*significa* (significar),significar,means,VERB,VERB,Verb
13,413,sangre,sangre,sangre,blood,NOUN,NOUN,Noun
14,414,fin,fin,fin,end,NOUN,NOUN,Noun
15,415,bajo,*bajo* (bajar),bajar,low,ADP,ADP,Preposition
16,416,bajo,bajo,bajo,low,ADP,ADP,Preposition
17,417,llama,*llama* (llamar),llamar,calls,VERB,VERB,Verb
18,418,llama,llama,llama,calls,VERB,VERB,Verb
19,419,venir,venir,venir,come,VERB,VERB,Verb
20,420,morir,morir,morir,die,VERB,VERB,Verb
21,421,importante,importante,importante,important,ADJ,ADJ,Adjective
22,422,hiciste,*hiciste* (hacer),hacer,did,AUX,AUX,Auxiliary
23,423,ojos,*ojos* (ojo),ojo,eyes,NOUN,NOUN,Noun
24,424,escucha,*escucha* (escuchar),escuchar,listen,NOUN,NOUN,Noun
25,425,entrar,entrar,entrar,get in,VERB,VERB,Verb
26,426,ningún,*ningún* (ninguno),ninguno,none,DET,DET,Determiner
27,427,corazón,corazón,corazón,heart,NOUN,NOUN,Noun
28,428,diablos,*diablos* (diablo),diablo,Devils,NOUN,NOUN,Noun
29,429,necesitamos,*necesitamos* (necesitar),necesitar,need,VERB,VERB,Verb
30,430,atrás,atrás,atrás,back,ADV,ADV,Adverb
31,431,durante,durante,durante,during,ADP,ADP,Preposition
32,432,dices,*dices* (decir),decir,you say,NOUN,NOUN,Noun
33,433,nuestros,*nuestros* (nuestro),nuestro,our,DET,DET,Determiner
34,434,persona,persona,persona,person,NOUN,NOUN,Noun
35,435,abajo,abajo,abajo,below,ADV,ADV,Adverb
36,436,dr,*dr* (doctor),doctor,dr,VERB,VERB,Verb
37,437,hija,hija,hija,daughter,NOUN,NOUN,Noun
38,438,dejar,dejar,dejar,leave,VERB,VERB,Verb
39,439,necesita,*necesita* (necesitar),necesitar,needs,VERB,VERB,Verb
40,440,llegar,llegar,llegar,arrive,VERB,VERB,Verb
