,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,700,llamar,llamar,llamar,call,VERB,VERB,Verb
1,701,mala,*mala* (malo),malo,bad,ADJ,ADJ,Adjective
2,702,mala,mala,mala,bad,ADJ,ADJ,Adjective
3,703,detrás,detrás,detrás,behind,ADV,ADV,Adverb
4,704,viste,*viste* (ver),ver,dresses,VERB,VERB,Verb
5,705,dile,*dile* (decir),decir,tell him,ADJ,ADJ,Adjective
6,706,grandes,*grandes* (grande),grande,big,ADJ,ADJ,Adjective
7,707,recuerdas,*recuerdas* (recordar),recordar,remember,NOUN,NOUN,Noun
8,708,real,real,real,real,ADJ,ADJ,Adjective
9,709,estaban,*estaban* (estar),estar,were,AUX,AUX,Auxiliary
10,710,mía,*mía* (mío),mío,mine,PRON,PRON,Pronoun
11,711,frente,frente,frente,forehead,ADV,ADV,Adverb
12,712,perdido,*perdido* (perder),perder,lost,ADJ,ADJ,Adjective
13,713,llamo,*llamo* (llamar),llamar,called,VERB,VERB,Verb
14,714,muertos,*muertos* (muerto),muerto,dead,NOUN,NOUN,Noun
15,715,millones,*millones* (millón),millón,millions,NOUN,NOUN,Noun
16,716,asesino,asesino,asesino,killer,ADJ,ADJ,Adjective
17,717,asesino,*asesino* (asesinar),asesinar,killer,ADJ,ADJ,Adjective
18,718,sueño,sueño,sueño,dream,NOUN,NOUN,Noun
19,719,sueño,*sueño* (soñar),soñar,dream,NOUN,NOUN,Noun
20,720,quisiera,*quisiera* (querer),querer,I'd like,VERB,VERB,Verb
21,721,habría,*habría* (haber),haber,there would be,AUX,AUX,Auxiliary
22,722,hará,*hará* (hacer),hacer,will,VERB,VERB,Verb
23,723,viaje,viaje,viaje,journey,NOUN,NOUN,Noun
24,724,viaje,*viaje* (viajar),viajar,journey,NOUN,NOUN,Noun
25,725,probablemente,probablemente,probablemente,probably,ADV,ADV,Adverb
26,726,resto,resto,resto,rest,NOUN,NOUN,Noun
27,727,estaré,*estaré* (estar),estar,I will be,VERB,VERB,Verb
28,728,maldición,maldición,maldición,curse,NOUN,NOUN,Noun
29,729,lamento,lamento,lamento,lament,NOUN,NOUN,Noun
30,730,lamento,*lamento* (lamentar),lamentar,lament,NOUN,NOUN,Noun
31,731,muchacho,muchacho,muchacho,young guy,ADJ,ADJ,Adjective
32,732,avión,avión,avión,plane,NOUN,NOUN,Noun
33,733,ropa,ropa,ropa,clothes,NOUN,NOUN,Noun
34,734,fuerza,fuerza,fuerza,force,NOUN,NOUN,Noun
35,735,fuerza,*fuerza* (forzar),forzar,force,NOUN,NOUN,Noun
36,736,llamado,llamado,llamado,called,ADJ,ADJ,Adjective
37,737,llamado,*llamado* (llamar),llamar,called,ADJ,ADJ,Adjective
38,738,oído,oído,oído,ear,VERB,VERB,Verb
39,739,oído,*oído* (oír),oír,ear,VERB,VERB,Verb
40,740,dado,dado,dado,given,VERB,VERB,Verb
41,741,dado,*dado* (dar),dar,given,VERB,VERB,Verb
42,742,encima,encima,encima,on,ADV,ADV,Adverb
43,743,negro,negro,negro,black,ADJ,ADJ,Adjective
44,744,usar,usar,usar,wear,VERB,VERB,Verb
45,745,información,información,información,information,NOUN,NOUN,Noun
46,746,uds,*uds* (ustedes),ustedes,You,PRON,PRON,Pronoun
47,747,preguntas,*preguntas* (preguntar),preguntar,questions,NOUN,NOUN,Noun
48,748,preguntas,*preguntas* (pregunta),pregunta,questions,NOUN,NOUN,Noun
49,749,tuvo,*tuvo* (tener),tener,had,VERB,VERB,Verb
50,750,secreto,secreto,secreto,secret,NOUN,NOUN,Noun
51,751,vuelve,*vuelve* (volver),volver,comes back,VERB,VERB,Verb
52,752,miren,*miren* (mirar),mirar,look,VERB,VERB,Verb
53,753,quieras,*quieras* (querer),querer,you want,VERB,VERB,Verb
54,754,haría,*haría* (hacer),hacer,would do,VERB,VERB,Verb
55,755,acaba,*acaba* (acabar),acabar,just,VERB,VERB,Verb
56,756,otras,*otras* (otro),otro,others,PRON,PRON,Pronoun
57,757,incluso,incluso,incluso,even,ADV,ADV,Adverb
58,758,sientes,*sientes* (sentir),sentir,you feel,ADJ,ADJ,Adjective
59,759,sientes,*sientes* (sentar),sentar,you feel,ADJ,ADJ,Adjective
60,760,deberíamos,*deberíamos* (deber),deber,we should,AUX,AUX,Auxiliary
61,761,haz,*haz* (hacer),hacer,beam,VERB,VERB,Verb
62,762,haz,haz,haz,beam,VERB,VERB,Verb
63,763,decirte,*decirte* (decir),decir,tell you,VERB,VERB,Verb
64,764,boca,boca,boca,mouth,ADJ,ADJ,Adjective
65,765,dolor,dolor,dolor,pain,NOUN,NOUN,Noun
66,766,baño,baño,baño,bathroom,NOUN,NOUN,Noun
67,767,baño,*baño* (bañar),bañar,bathroom,NOUN,NOUN,Noun
68,768,adentro,adentro,adentro,inside,ADJ,ADJ,Adjective
69,769,profesor,profesor,profesor,teacher,NOUN,NOUN,Noun
70,770,habitación,habitación,habitación,room,NOUN,NOUN,Noun
71,771,daño,daño,daño,damage,NOUN,NOUN,Noun
72,772,daño,*daño* (dañar),dañar,damage,NOUN,NOUN,Noun
73,773,tuyo,tuyo,tuyo,yours,NOUN,NOUN,Noun
74,774,seas,*seas* (ser),ser,be,NOUN,NOUN,Noun
75,775,noticias,*noticias* (noticia),noticia,news,NOUN,NOUN,Noun
76,776,demás,demás,demás,the rest,PRON,PRON,Pronoun
77,777,querido,querido,querido,darling,ADJ,ADJ,Adjective
78,778,querido,*querido* (querer),querer,darling,ADJ,ADJ,Adjective
79,779,duro,duro,duro,hard,ADJ,ADJ,Adjective
80,780,duro,*duro* (durar),durar,hard,ADJ,ADJ,Adjective
81,781,poner,poner,poner,put,VERB,VERB,Verb
82,782,prueba,prueba,prueba,proof,NOUN,NOUN,Noun
83,783,prueba,*prueba* (probar),probar,proof,NOUN,NOUN,Noun
84,784,mire,*mire* (mirar),mirar,Look,VERB,VERB,Verb
85,785,tonto,tonto,tonto,silly,NOUN,NOUN,Noun
86,786,campo,campo,campo,field,NOUN,NOUN,Noun
87,787,campo,*campo* (campar),campar,field,NOUN,NOUN,Noun
88,788,siendo,*siendo* (ser),ser,being,AUX,AUX,Auxiliary
89,789,diez,diez,diez,ten,NUM,NUM,Numeral
90,790,ése,*ése* (ese),ese,that,PRON,PRON,Pronoun
91,791,tranquilo,tranquilo,tranquilo,don't worry,ADJ,ADJ,Adjective
92,792,asunto,asunto,asunto,affair,NOUN,NOUN,Noun
93,793,acabó,*acabó* (acabar),acabar,just,VERB,VERB,Verb
94,794,quédate,*quédate* (quedar),quedar,stay,VERB,VERB,Verb
95,795,derecho,derecho,derecho,right,ADJ,ADJ,Adjective
96,796,placer,placer,placer,pleasure,NOUN,NOUN,Noun
97,797,recuerda,*recuerda* (recordar),recordar,remember,VERB,VERB,Verb
98,798,estuve,*estuve* (estar),estar,I have been,AUX,AUX,Auxiliary
99,799,tratando,*tratando* (tratar),tratar,treating,VERB,VERB,Verb
