,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,0,que,que,que,that,SCONJ,SCONJ,Conjunction
1,1,de,de,de,of,ADP,ADP,Preposition
2,2,no,no,no,No,ADV,ADV,Adverb
3,3,a,a,a,to,ADP,ADP,Preposition
4,4,la,la,la,the,DET,DET,Determiner
5,5,el,el,el,he,DET,DET,Determiner
6,6,es,*es* (ser),ser,is,AUX,AUX,Auxiliary
7,7,y,y,y,and,CCONJ,CCONJ,Conjunction
8,8,en,en,en,in,ADP,ADP,Preposition
9,9,lo,lo,lo,it,PRON,PRON,Pronoun
10,10,un,un,un,a,DET,DET,Determiner
11,11,por,por,por,by,ADP,ADP,Preposition
12,12,qué,qué,qué,that,PRON,PRON,Pronoun
13,13,me,me,me,I,PRON,PRON,Pronoun
14,14,una,*una* (un),un,a,DET,DET,Determiner
15,15,te,te,te,tea,PRON,PRON,Pronoun
16,16,los,*los* (lo),lo,the,DET,DET,Determiner
17,17,se,se,se,HE,PRON,PRON,Pronoun
18,18,con,con,con,with,ADP,ADP,Preposition
19,19,para,para,para,for,ADP,ADP,Preposition
20,20,mi,mi,mi,my,DET,DET,Determiner
21,21,está,*está* (estar),estar,this,AUX,AUX,Auxiliary
22,22,si,si,si,Yeah,SCONJ,SCONJ,Conjunction
23,23,bien,bien,bien,good,ADV,ADV,Adverb
24,24,pero,pero,pero,but,CCONJ,CCONJ,Conjunction
25,25,yo,yo,yo,I,PRON,PRON,Pronoun
26,26,eso,eso,eso,that,PRON,PRON,Pronoun
27,27,las,*las* (la),la,the,DET,DET,Determiner
28,28,sí,sí,sí,Yeah,INTJ,INTJ,Interjection
29,29,su,su,su,his,DET,DET,Determiner
30,30,tu,tu,tu,you,DET,DET,Determiner
31,31,aquí,aquí,aquí,here,ADV,ADV,Adverb
32,32,del,del,del,of the,ADP,ADP,Preposition
33,33,al,al,al,to the,ADP,ADP,Preposition
34,34,como,como,como,as,SCONJ,SCONJ,Conjunction
35,35,como,*como* (comer),comer,as,SCONJ,SCONJ,Conjunction
36,36,le,le,le,you,PRON,PRON,Pronoun
37,37,más,más,más,further,ADV,ADV,Adverb
38,38,esto,esto,esto,this,PRON,PRON,Pronoun
39,39,ya,ya,ya,already,ADV,ADV,Adverb
40,40,todo,todo,todo,all,PRON,PRON,Pronoun
41,41,esta,esta,esta,this,DET,DET,Determiner
42,42,vamos,*vamos* (ir),ir,come on,AUX,AUX,Auxiliary
