,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,100,tiempo,tiempo,tiempo,time,NOUN,NOUN,Noun
1,101,verdad,verdad,verdad,TRUE,NOUN,NOUN,Noun
2,102,estaba,*estaba* (estar),estar,was,AUX,AUX,Auxiliary
3,103,mejor,mejor,mejor,better,ADJ,ADJ,Adjective
4,104,están,*están* (estar),estar,are,AUX,AUX,Auxiliary
5,105,va,*va* (ir),ir,goes,AUX,AUX,Auxiliary
6,106,hombre,hombre,hombre,man,NOUN,NOUN,Noun
7,107,usted,usted,usted,you,PRON,PRON,Pronoun
8,108,mucho,mucho,mucho,a lot,ADV,ADV,Adverb
9,109,hace,*hace* (hacer),hacer,does,VERB,VERB,Verb
10,110,entonces,entonces,entonces,so,ADV,ADV,Adverb
11,111,siento,*siento* (sentir),sentir,I feel,VERB,VERB,Verb
12,112,siento,*siento* (sentar),sentar,I feel,VERB,VERB,Verb
13,113,tenemos,*tenemos* (tener),tener,have,VERB,VERB,Verb
14,114,puedes,*puedes* (poder),poder,can,AUX,AUX,Auxiliary
15,115,ahí,ahí,ahí,there,ADV,ADV,Adverb
16,116,ti,ti,ti,you,PRON,PRON,Pronoun
17,117,vida,vida,vida,life,NOUN,NOUN,Noun
18,118,ver,ver,ver,see,VERB,VERB,Verb
19,119,alguien,alguien,alguien,someone,PRON,PRON,Pronoun
20,120,sr,*sr* (señor),señor,Mr,AUX,AUX,Auxiliary
21,121,hasta,hasta,hasta,until,ADP,ADP,Preposition
22,122,sin,sin,sin,without,ADP,ADP,Preposition
23,123,mí,mí,mí,my,PRON,PRON,Pronoun
24,124,solo,solo,solo,only,ADJ,ADJ,Adjective
25,125,años,*años* (año),año,years,NOUN,NOUN,Noun
26,126,sobre,sobre,sobre,about,ADP,ADP,Preposition
27,127,decir,decir,decir,say,VERB,VERB,Verb
28,128,uno,uno,uno,one,PRON,PRON,Pronoun
29,129,siempre,siempre,siempre,always,ADV,ADV,Adverb
30,130,oh,oh,oh,oh,INTJ,INTJ,Interjection
31,131,ir,ir,ir,go,VERB,VERB,Verb
32,132,cosas,*cosas* (cosa),cosa,things,NOUN,NOUN,Noun
33,133,cosas,*cosas* (coser),coser,things,NOUN,NOUN,Noun
34,134,también,también,también,also,ADV,ADV,Adverb
35,135,antes,antes,antes,before,ADV,ADV,Adverb
36,136,has,*has* (haber),haber,you have,AUX,AUX,Auxiliary
37,137,ni,ni,ni,neither,CCONJ,CCONJ,Conjunction
38,138,mis,*mis* (mi),mi,my,DET,DET,Determiner
39,139,día,día,día,day,NOUN,NOUN,Noun
40,140,estar,estar,estar,be,AUX,AUX,Auxiliary
41,141,estamos,*estamos* (estar),estar,we are,AUX,AUX,Auxiliary
42,142,noche,noche,noche,evening,NOUN,NOUN,Noun
43,143,nadie,nadie,nadie,nobody,PRON,PRON,Pronoun
44,144,otra,*otra* (otro),otro,other,DET,DET,Determiner
45,145,quiere,*quiere* (querer),querer,wants,VERB,VERB,Verb
46,146,parece,*parece* (parecer),parecer,seems,VERB,VERB,Verb
47,147,nosotros,nosotros,nosotros,us,PRON,PRON,Pronoun
48,148,poco,poco,poco,bit,PRON,PRON,Pronoun
49,149,padre,padre,padre,father,NOUN,NOUN,Noun
50,150,trabajo,trabajo,trabajo,job,VERB,VERB,Verb
51,151,trabajo,*trabajo* (trabajar),trabajar,job,VERB,VERB,Verb
52,152,gente,gente,gente,people,NOUN,NOUN,Noun
53,153,mira,*mira* (mirar),mirar,look,VERB,VERB,Verb
54,154,vas,*vas* (ir),ir,you go,ADJ,ADJ,Adjective
55,155,sea,*sea* (ser),ser,be,AUX,AUX,Auxiliary
56,156,les,les,les,them,PRON,PRON,Pronoun
57,157,donde,donde,donde,where,PRON,PRON,Pronoun
58,158,mismo,mismo,mismo,same,DET,DET,Determiner
59,159,hecho,*hecho* (hacer),hacer,made,ADJ,ADJ,Adjective
60,160,hecho,hecho,hecho,made,ADJ,ADJ,Adjective
61,161,ellos,ellos,ellos,they,PRON,PRON,Pronoun
62,162,dijo,*dijo* (decir),decir,said,VERB,VERB,Verb
63,163,pasa,*pasa* (pasar),pasar,happens,VERB,VERB,Verb
64,164,dinero,dinero,dinero,money,NOUN,NOUN,Noun
65,165,hijo,hijo,hijo,son,NOUN,NOUN,Noun
66,166,tal,tal,tal,such,DET,DET,Determiner
67,167,otro,otro,otro,other,DET,DET,Determiner
68,168,hablar,hablar,hablar,talk,VERB,VERB,Verb
69,169,seguro,seguro,seguro,sure,ADJ,ADJ,Adjective
70,170,claro,claro,claro,clear,ADJ,ADJ,Adjective
71,171,estas,*estas* (este),este,are,DET,DET,Determiner
72,172,lugar,lugar,lugar,place,NOUN,NOUN,Noun
73,173,mundo,mundo,mundo,world,NOUN,NOUN,Noun
74,174,amigo,amigo,amigo,friend,NOUN,NOUN,Noun
75,175,espera,*espera* (esperar),esperar,wait,VERB,VERB,Verb
76,176,espera,espera,espera,wait,VERB,VERB,Verb
77,177,mierda,mierda,mierda,shit,ADJ,ADJ,Adjective
78,178,han,*han* (haber),haber,they have,AUX,AUX,Auxiliary
79,179,tus,*tus* (tu),tu,your,DET,DET,Determiner
80,180,sabe,*sabe* (saber),saber,knows,VERB,VERB,Verb
81,181,después,después,después,after,ADV,ADV,Adverb
82,182,momento,momento,momento,moment,NOUN,NOUN,Noun
83,183,desde,desde,desde,from,ADP,ADP,Preposition
84,184,fuera,fuera,fuera,out,AUX,AUX,Auxiliary
85,185,fuera,*fuera* (ir),ir,out,AUX,AUX,Auxiliary
