,Unnamed: 0,Spanish,show,lemma,Translation,SpaCy_POS,SpaCy_Tag,POS
0,1400,capaz,capaz,,able,ADJ,ADJ,Adjective
1,1401,verme,*verme* (ver),,see me,VERB,VERB,Verb
2,1402,beber,beber,,to drink,VERB,VERB,Verb
3,1403,velocidad,velocidad,,speed,NOUN,NOUN,Noun
4,1404,darte,*darte* (dar),,to give you,VERB,VERB,Verb
5,1405,llevas,*llevas* (llevar),,you carry,ADJ,ADJ,Adjective
6,1406,partido,partido,partido,game,NOUN,NOUN,Noun
7,1407,partido,*partido* (partir),partir,game,NOUN,NOUN,Noun
8,1408,estuviera,*estuviera* (estar),,was,AUX,AUX,Auxiliary
9,1409,dia,*dia* (día),,day,VERB,VERB,Verb
10,1410,opinión,opinión,,opinion,NOUN,NOUN,Noun
11,1411,irte,*irte* (ir),,go away,NOUN,NOUN,Noun
12,1412,cocina,cocina,cocina,kitchen,NOUN,NOUN,Noun
13,1413,cocina,*cocina* (cocinar),cocinar,kitchen,NOUN,NOUN,Noun
14,1414,abrir,abrir,,open,VERB,VERB,Verb
15,1415,perros,*perros* (perro),,dogs,NOUN,NOUN,Noun
16,1416,tambien,*tambien* (también),,also,ADV,ADV,Adverb
17,1417,sepa,*sepa* (saber),,know,PROPN,PROPN,Proper noun
18,1418,pareces,*pareces* (parecer),,you seem,ADJ,ADJ,Adjective
19,1419,escribir,escribir,,write,VERB,VERB,Verb
20,1420,golpe,golpe,,bang,NOUN,NOUN,Noun
21,1421,tenia,*tenia* (tener),,had,NOUN,NOUN,Noun
22,1422,alta,alta,,high,ADJ,ADJ,Adjective
23,1423,estados,*estados* (estado),estado,state,NOUN,NOUN,Noun
24,1424,estados,*estados* (estar),estar,state,NOUN,NOUN,Noun
25,1425,tocar,tocar,,tap,VERB,VERB,Verb
26,1426,vuelvo,*vuelvo* (volver),,I come back,NOUN,NOUN,Noun
27,1427,habían,*habían* (haber),,had,AUX,AUX,Auxiliary
28,1428,ganas,*ganas* (gana),gana,desire,NOUN,NOUN,Noun
29,1429,ganas,*ganas* (ganar),ganar,desire,NOUN,NOUN,Noun
30,1430,hacerte,*hacerte* (hacer),,make you,NOUN,NOUN,Noun
31,1431,dejo,*dejo* (dejar),,let,VERB,VERB,Verb
32,1432,volvió,*volvió* (volver),,went back,VERB,VERB,Verb
33,1433,ejemplo,ejemplo,,example,NOUN,NOUN,Noun
34,1434,contar,contar,,count,VERB,VERB,Verb
35,1435,tenían,*tenían* (tener),,They had,VERB,VERB,Verb
36,1436,propósito,propósito,,purpose,NOUN,NOUN,Noun
37,1437,entiende,*entiende* (entender),,understands,VERB,VERB,Verb
38,1438,empieza,*empieza* (empezar),,begin,VERB,VERB,Verb
39,1439,anillo,anillo,,ring,NOUN,NOUN,Noun
40,1440,londres,*londres* (Londres),,London,ADJ,ADJ,Adjective
41,1441,tendría,*tendría* (tener),,would have,VERB,VERB,Verb
42,1442,pedir,pedir,,ask,VERB,VERB,Verb
43,1443,estilo,estilo,,style,NOUN,NOUN,Noun
44,1444,ayudarme,*ayudarme* (ayudar),,help me,VERB,VERB,Verb
45,1445,pista,pista,,clue,NOUN,NOUN,Noun
46,1446,cambiado,*cambiado* (cambiar),cambiar,changed,ADJ,ADJ,Adjective
47,1447,cambiado,cambiado,cambiado,changed,ADJ,ADJ,Adjective
