,index,Dutch,Frequency,cumsum
0,2000,wellicht,5884,95.88182735401267
1,2001,gedronken,5882,95.88510455960088
2,2002,daarheen,5880,95.8883806508723
3,2003,herken,5877,95.8916550706686
4,2004,gas,5861,95.89492057593083
5,2005,knieën,5843,95.89817605234222
6,2006,ontdekken,5839,95.9014293001201
7,2007,bedoeld,5825,95.90467474768066
8,2008,verbonden,5824,95.90791963808284
9,2009,smaak,5823,95.91116397132664
10,2010,job,5808,95.91439994719475
11,2011,reactie,5805,95.91763425158773
12,2012,bescherming,5796,95.92086354155529
13,2013,bevelen,5795,95.92409227436447
14,2014,vervangen,5795,95.92732100717365
15,2015,huh,5788,95.93054583987416
16,2016,tellen,5788,95.93377067257468
17,2017,mogelijkheid,5780,95.93699104800817
18,2018,moeilijke,5773,95.940207523333
19,2019,Nathan,5762,95.94341786991565
20,2020,achterlaten,5759,95.94662654502316
21,2021,voorstel,5755,95.94983299149716
22,2022,afspraakje,5752,95.95303776649602
23,2023,Angeles,5742,95.95623696991109
24,2024,vlieg,5740,95.9594350590094
25,2025,dekking,5739,95.96263259094933
26,2026,wed,5739,95.96583012288924
27,2027,ho,5736,95.96902598335403
28,2028,pillen,5736,95.97222184381882
29,2029,Europa,5731,95.97541491849171
30,2030,wetenschap,5728,95.97860632168947
31,2031,naakt,5720,95.98179326762018
32,2032,pauze,5719,95.98497965639251
33,2033,vrees,5716,95.98816437368971
34,2034,schrijft,5703,95.99134184792797
35,2035,waarde,5701,95.99451820784948
36,2036,priester,5698,95.99769289629585
37,2037,natuur,5692,96.00086424179193
38,2038,pik,5692,96.00403558728803
39,2039,binnenkomen,5691,96.00720637562574
40,2040,detective,5688,96.01037549248831
41,2041,gerust,5687,96.0135440521925
42,2042,maandag,5687,96.0167126118967
43,2043,volledige,5673,96.01987337138357
44,2044,beer,5671,96.0230330165537
45,2045,meerdere,5670,96.02619210456544
46,2046,heks,5667,96.02934952110203
47,2047,assistent,5656,96.03250080889646
48,2048,eeuw,5646,96.0356465251071
49,2049,toegeven,5636,96.03878666973394
50,2050,spring,5629,96.04192291425211
