,index,Dutch,Frequency,cumsum
0,200,hallo,116482,73.8481974859465
1,201,leuk,116343,73.91301896329217
2,202,sorry,116048,73.97767607891589
3,203,alle,114830,74.04165457563339
4,204,elkaar,114709,74.10556565618695
5,205,toe,114466,74.16934134725432
6,206,wist,114289,74.23301842128849
7,207,zegt,112794,74.29586254354534
8,208,bedoel,111995,74.35826149625696
9,209,blijf,111068,74.42014396315079
10,210,alsjeblieft,110808,74.48188156886596
11,211,lang,109815,74.54306591631027
12,212,meneer,109602,74.60413158901976
13,213,ziet,109385,74.6650763583609
14,214,maakt,109295,74.7259709834479
15,215,luister,108225,74.78626944906881
16,216,dingen,107800,74.84633112237844
17,217,mooi,106513,74.90567573285368
18,218,werd,106486,74.96500530005265
19,219,eerste,105965,75.02404458773592
20,220,graag,105501,75.0828253539311
21,221,natuurlijk,105268,75.14147630222385
22,222,houden,104006,75.19942411664168
23,223,zonder,103838,75.25727832845176
24,224,steeds,103491,75.31493920630415
25,225,krijgen,102922,75.37228306103862
26,226,grote,102284,75.42927144872695
27,227,achter,102224,75.48622640691252
28,228,helemaal,101859,75.54297800228957
29,229,naam,100664,75.59906379340313
30,230,gek,100386,75.65499469448719
31,231,blijven,100084,75.71075733374063
32,232,onder,99913,75.7664246989112
33,233,vriend,99666,75.821954445962
34,234,geweest,98850,75.87702955177517
35,235,kijken,98710,75.93202665541519
36,236,geven,98686,75.9870103872541
37,237,ging,98129,76.04168378187563
38,238,vertellen,97831,76.09619114330008
39,239,ooit,95370,76.14932733795258
40,240,snel,94773,76.20213090905253
41,241,hand,94597,76.25483642027768
42,242,idee,94437,76.30745278616213
43,243,goede,94154,76.35991147622516
44,244,auto,93713,76.41212445944285
45,245,kwam,93681,76.4643196135924
46,246,verdomme,93629,76.51648579550618
47,247,beetje,91002,76.56718832235705
48,248,moest,90319,76.61751031003473
49,249,kinderen,90129,76.6677264376203
50,250,wanneer,89911,76.71782110467915
51,251,gebeurd,89505,76.7676895654359
52,252,jongen,89239,76.81740982206372
53,253,bang,87846,76.86635395706891
54,254,vraag,87796,76.91527023415512
55,255,lijkt,87783,76.96417926818238
56,256,geweldig,87705,77.01304484385605
57,257,paar,87664,77.06188757603617
58,258,hoor,87503,77.11064060571718
59,259,laatste,87460,77.15936967758788
60,260,deed,87439,77.2080870491326
61,261,nieuwe,87384,77.25677377696645
62,262,vragen,87319,77.30542428950564
63,263,kun,86117,77.35340509767268
64,264,zag,85611,77.40110398369968
65,265,zorgen,84952,77.4484357023546
