,index,Dutch,Frequency,cumsum
0,1000,eind,14369,90.87895796050036
1,1001,deden,14346,90.8869509546126
2,1002,mijne,14325,90.89493224839887
3,1003,gooi,14311,90.90290574196784
4,1004,gast,14307,90.91087700690329
5,1005,zul,14236,90.91880871359379
6,1006,muur,14228,90.92673596301725
7,1007,dode,14194,90.93464426905581
8,1008,gewerkt,14177,90.94254310340193
9,1009,kende,14171,90.95043859479776
10,1010,ma,14150,90.95832238586762
11,1011,brand,14150,90.96620617693749
12,1012,sluit,14124,90.97407548188949
13,1013,zon,14092,90.98192695777334
14,1014,diep,14037,90.98974778994632
15,1015,arme,14036,90.99756806496092
16,1016,bureau,14014,91.00537608249117
17,1017,partner,14002,91.01317741412088
18,1018,zeiden,14000,91.02097763143381
19,1019,boord,14000,91.02877784874676
20,1020,deal,13992,91.03657360879265
21,1021,leggen,13962,91.04435265408718
22,1022,bom,13954,91.05212724211466
23,1023,rijk,13929,91.05988790118265
24,1024,meiden,13907,91.0676363027663
25,1025,held,13858,91.07535740358935
26,1026,klote,13858,91.0830785044124
27,1027,spreekt,13830,91.09078400480084
28,1028,vijand,13825,91.09848671939736
29,1029,schoenen,13808,91.10617996230144
30,1030,gewonnen,13775,91.113854818979
31,1031,gebied,13755,91.12151853248895
32,1032,operatie,13753,91.12918113168216
33,1033,volk,13676,91.13680082968014
34,1034,bewegen,13653,91.14440771303539
35,1035,keek,13632,91.15200289606469
36,1036,speel,13614,91.15958805024313
37,1037,zuster,13609,91.1671704186297
38,1038,gelezen,13580,91.17473662942325
39,1039,achteruit,13573,91.18229894010814
40,1040,trein,13563,91.18985567920924
41,1041,extra,13540,91.19739960366762
42,1042,lijk,13521,91.20493294211677
43,1043,bereiken,13483,91.21244510854751
44,1044,zee,13442,91.2199344314847
45,1045,cool,13412,91.2274070396705
46,1046,broek,13378,91.23486070447139
47,1047,aanval,13370,91.24230991200524
48,1048,neus,13359,91.24975299079694
49,1049,oma,13223,91.257120296049
50,1050,systeem,13197,91.26447311518321
51,1051,kalm,13192,91.27182314852551
52,1052,code,13191,91.27917262470945
53,1053,sergeant,13175,91.2865131863593
54,1054,hoog,13175,91.29385374800916
55,1055,draai,13129,91.30116868037355
56,1056,slachtoffer,13118,91.30847748399577
57,1057,les,13110,91.31578183035097
58,1058,uiteindelijk,13104,91.32308283375588
59,1059,verdwenen,13097,91.33037993705213
60,1060,eiland,13092,91.33767425455649
61,1061,geschreven,13088,91.34496634342733
62,1062,gewond,13087,91.35225787513978
63,1063,plannen,13066,91.35953770652628
64,1064,spul,13063,91.36681586643763
65,1065,uitleggen,13049,91.37408622613168
66,1066,haast,13042,91.38135268571706
67,1067,liegen,13041,91.38861858814406
68,1068,la,13040,91.39588393341269
69,1069,vertaling,13027,91.40314203562238
70,1070,beloofd,13021,91.41039679488179
71,1071,rode,13020,91.41765099698283
72,1072,bracht,13018,91.42490408476709
73,1073,paard,12956,91.43212262873185
74,1074,winkel,12952,91.43933894406307
75,1075,warm,12922,91.44653854464292
76,1076,ex,12914,91.45373368795572
77,1077,moeite,12907,91.46092493115988
78,1078,camera,12897,91.46811060278023
79,1079,tijdje,12886,91.47529014565842
80,1080,interessant,12855,91.48245241662683
81,1081,geheime,12840,91.48960633021956
82,1082,hoeven,12834,91.49675690086201
83,1083,feestje,12827,91.5039035713958
84,1084,persoonlijk,12824,91.51104857045445
85,1085,gedownload,12814,91.5181879979293
86,1086,vrede,12806,91.52532296813713
87,1087,lot,12793,91.53245069528602
88,1088,keus,12759,91.53955947905
89,1089,bus,12752,91.54666436270533
90,1090,club,12732,91.55375810319308
91,1091,gevecht,12726,91.56084850073053
92,1092,weggaan,12710,91.56792998373393
93,1093,daarvan,12687,91.57499865209459
94,1094,brief,12654,91.58204893422872
95,1095,lastig,12642,91.58909253046231
96,1096,raam,12584,91.59610381150989
97,1097,levend,12583,91.60311453539909
98,1098,professor,12576,91.61012135917962
99,1099,kiezen,12559,91.61711871126771
100,1100,liep,12555,91.62411383472228
101,1101,vonden,12525,91.63109224342546
102,1102,hangt,12470,91.63804000841778
103,1103,sluiten,12469,91.6449872162517
104,1104,verdienen,12461,91.6519299668186
105,1105,helft,12434,91.65885767410924
106,1106,teveel,12432,91.66578426708314
107,1107,leeg,12421,91.67270473131485
108,1108,bleef,12409,91.67961850964602
109,1109,heerlijk,12365,91.68650777300849
110,1110,eraf,12355,91.69339146478715
111,1111,gelukt,12349,91.70027181361554
112,1112,helaas,12323,91.70713767632607
113,1113,stelen,12307,91.71399462450252
114,1114,benen,12298,91.72084655825356
115,1115,gezet,12273,91.72768456304512
116,1116,bekijken,12257,91.73451365330259
117,1117,boodschap,12243,91.74133494334276
118,1118,eikel,12225,91.74814620453209
119,1119,lift,12211,91.75494966550411
120,1120,been,12196,91.76174476910045
121,1121,gekocht,12189,91.76853597258811
122,1122,boeken,12174,91.7753188187001
123,1123,groter,12167,91.78209776470342
124,1124,opschieten,12155,91.78887002480619
125,1125,gevallen,12148,91.79563838480031
126,1126,donker,12116,91.80238891572628
127,1127,rechts,12116,91.80913944665225
128,1128,aandacht,12112,91.8158877489447
129,1129,slaat,12105,91.8226321511285
130,1130,ophouden,12083,91.82936429582794
131,1131,drink,12061,91.83608418304304
132,1132,slag,12058,91.842802398783
133,1133,vannacht,12056,91.8495195002062
134,1134,gehaald,12042,91.85622880141209
135,1135,speciaal,12036,91.8629347596677
136,1136,meegenomen,12019,91.86963124623085
137,1137,koningin,12004,91.87631937541832
138,1138,godsnaam,11993,91.88300137586361
139,1139,speciale,11984,91.8896783618835
140,1140,test,11971,91.89634810484444
141,1141,geschiedenis,11966,91.90301506201348
142,1142,volledig,11965,91.90968146202415
143,1143,zulke,11931,91.91632891864991
144,1144,raakt,11928,91.92297470380053
145,1145,adres,11926,91.9296193746344
146,1146,alweer,11908,91.93625401661744
147,1147,meestal,11890,91.94287862974964
148,1148,park,11862,91.94948764244722
