,index,Dutch,Frequency,cumsum
0,2400,stinkt,4676,97.0434658028082
1,2401,uiteraard,4676,97.04607107539071
2,2402,makker,4670,97.04867300502296
3,2403,vanmiddag,4670,97.05127493465521
4,2404,aangekomen,4670,97.05387686428746
5,2405,meedoen,4662,97.05647433665267
6,2406,minst,4656,97.0590684660676
7,2407,maag,4655,97.06166203832414
8,2408,route,4654,97.06425505342231
9,2409,omgaan,4649,97.0668452827286
10,2410,hoogste,4648,97.0694349548765
11,2411,verrader,4644,97.07202239839087
12,2412,indrukwekkend,4641,97.07460817043011
13,2413,mogelijkheden,4634,97.0771900423607
14,2414,Helen,4631,97.07977024281614
15,2415,gebaseerd,4626,97.08234765747969
16,2416,Nederlandse,4626,97.08492507214324
17,2417,verschuldigd,4625,97.0875019296484
18,2418,lever,4625,97.09007878715357
19,2419,scheiden,4621,97.09265341602521
20,2420,sprong,4611,97.09522247331307
21,2421,daarbinnen,4605,97.09778818765065
22,2422,wolf,4603,97.10035278767147
23,2423,whisky,4603,97.10291738769229
24,2424,lady,4599,97.10547975907959
25,2425,live,4593,97.10803878751662
26,2426,voldoende,4587,97.11059447300336
27,2427,onderzocht,4584,97.11314848701497
28,2428,universum,4583,97.1157019438682
29,2429,ontzettend,4581,97.11825428640466
30,2430,gevochten,4574,97.12080272883249
31,2431,Marshall,4572,97.12335005694354
32,2432,pop,4568,97.12589515642107
33,2433,lijf,4568,97.12844025589861
34,2434,douche,4565,97.13098368390101
35,2435,hieruit,4565,97.1335271119034
36,2436,junior,4559,97.13606719695552
37,2437,golf,4558,97.13860672484927
38,2438,Amerikaan,4557,97.14114569558463
39,2439,kut,4551,97.14368132336972
40,2440,model,4547,97.14621472252128
41,2441,geldt,4545,97.14874700735609
42,2442,seizoen,4544,97.15127873503252
43,2443,omlaag,4543,97.15380990555056
44,2444,nummers,4539,97.1563388474351
45,2445,trainen,4537,97.15886667500287
46,2446,mijl,4533,97.16139227393712
47,2447,jongeman,4532,97.163917315713
48,2448,welnee,4528,97.16644012885536
49,2449,broertje,4526,97.16896182768095
50,2450,marine,4526,97.17148352650655
51,2451,pakte,4525,97.17400466817377
52,2452,wandelen,4520,97.17652302404909
53,2453,herstellen,4519,97.17904082276603
54,2454,robot,4518,97.18155806432459
55,2455,ongerust,4517,97.18407474872477
56,2456,vijftig,4514,97.18658976164981
57,2457,gegooid,4514,97.18910477457486
58,2458,duisternis,4509,97.19161700170801
59,2459,jochie,4509,97.19412922884115
60,2460,hi,4509,97.1966414559743
61,2461,hekel,4508,97.19915312594907
62,2462,doodgaan,4506,97.20166368160707
63,2463,Cole,4505,97.2041736801067
64,2464,briefje,4502,97.20668200713119
65,2465,tweeën,4497,97.20918754836379
66,2466,achteren,4497,97.21169308959638
67,2467,getekend,4496,97.21419807367059
68,2468,vlakbij,4496,97.2167030577448
69,2469,prettig,4496,97.21920804181902
70,2470,teef,4496,97.22171302589322
71,2471,schoten,4496,97.22421800996744
72,2472,eisen,4492,97.22672076540813
73,2473,schrijver,4491,97.22922296369045
74,2474,knop,4489,97.231724047656
75,2475,sigaret,4484,97.23422234582966
76,2476,smerige,4483,97.23672008684494
77,2477,reageren,4475,97.23921337059319
78,2478,vloek,4470,97.24170386854954
79,2479,achterna,4470,97.24419436650588
80,2480,legende,4467,97.24668319298709
81,2481,stonden,4466,97.24917146230992
82,2482,ai,4466,97.25165973163274
83,2483,banden,4458,97.25414354368853
84,2484,branden,4452,97.25662401279405
85,2485,aangenomen,4449,97.25910281042442
86,2486,nul,4446,97.26157993657966
87,2487,borsten,4443,97.26405539125976
88,2488,Miles,4437,97.26652750298959
89,2489,hierover,4429,97.26899515745237
90,2490,bovenop,4418,97.27145668317299
91,2491,vampier,4412,97.27391486594331
92,2492,overeenkomst,4411,97.27637249155528
93,2493,brave,4409,97.27882900285047
94,2494,optreden,4408,97.28128495698729
95,2495,brak,4404,97.2837386824906
96,2496,gesteld,4400,97.28619017936036
97,2497,vuil,4399,97.28864111907177
98,2498,dinsdag,4399,97.29109205878316
99,2499,vergat,4397,97.29354188417781
100,2500,verenigde,4397,97.29599170957246
101,2501,verdriet,4397,97.2984415349671
102,2502,vijfde,4396,97.30089080320336
103,2503,Berlijn,4395,97.30333951428125
104,2504,vieze,4388,97.30578432525047
105,2505,bezorgen,4386,97.30822802190293
106,2506,teruggaan,4385,97.31067116139702
107,2507,straten,4384,97.31311374373274
108,2508,lippen,4384,97.31555632606845
109,2509,overleefd,4383,97.31799835124578
110,2510,gelukkige,4380,97.32043870494797
111,2511,breek,4379,97.32287850149179
112,2512,constant,4378,97.32531774087721
113,2513,scherp,4377,97.32775642310426
114,2514,proost,4374,97.33019343385618
115,2515,hoefde,4374,97.3326304446081
116,2516,april,4372,97.33506634104324
117,2517,ellende,4366,97.33749889452812
118,2518,sigaretten,4353,97.33992420495407
119,2519,vogels,4352,97.34234895822163
120,2520,overval,4351,97.34477315433082
121,2521,spion,4347,97.3471951218065
122,2522,tank,4342,97.34961430349026
123,2523,d'r,4342,97.35203348517403
124,2524,datje,4341,97.35445210969942
125,2525,benzine,4341,97.35687073422481
126,2526,Duitsers,4340,97.35928880159183
127,2527,zwijgen,4338,97.36170575464207
128,2528,cheque,4336,97.36412159337557
129,2529,kasteel,4334,97.36653631779231
130,2530,begreep,4333,97.36895048505066
131,2531,verplaatsen,4327,97.37136130935873
132,2532,stelde,4327,97.37377213366682
133,2533,durft,4323,97.37618072934137
134,2534,dossiers,4313,97.37858375343214
135,2535,winst,4310,97.38098510604777
136,2536,mammie,4310,97.3833864586634
137,2537,gewild,4306,97.38578558264551
138,2538,lig,4302,97.38818247799409
139,2539,godzijdank,4298,97.39057714470917
140,2540,kansen,4295,97.3929701399491
141,2541,concentreren,4294,97.39536257803066
142,2542,lege,4291,97.39775334463707
143,2543,vertrouwt,4288,97.40014243976835
144,2544,verdacht,4283,97.40252874910773
145,2545,goedenacht,4282,97.40491450128873
146,2546,allerlei,4281,97.40729969631136
147,2547,Chinees,4277,97.40968266270046
148,2548,roept,4272,97.41206284329766
149,2549,weggaat,4268,97.41444079526134
150,2550,kleed,4267,97.41681819006665
151,2551,bevrijden,4263,97.41919335623845
152,2552,merken,4263,97.42156852241024
153,2553,Derek,4262,97.42394313142364
154,2554,haven,4260,97.4263166261203
155,2555,plekken,4259,97.42868956365857
