,index,Dutch,Frequency,cumsum
0,3000,stabiel,3512,98.38841994446702
1,3001,afhandelen,3511,98.39037612753742
2,3002,Engelse,3507,98.39233008197432
3,3003,schilderij,3506,98.39428347925283
4,3004,podium,3499,98.39623297642268
5,3005,loslaten,3499,98.39818247359254
6,3006,krankzinnig,3492,98.40012807065374
7,3007,onderdeel,3491,98.40207311055656
8,3008,bewaar,3487,98.40401592182586
9,3009,excuseren,3486,98.40595817593679
10,3010,morgenavond,3484,98.40789931573094
11,3011,medicijn,3484,98.40984045552511
12,3012,mamma,3479,98.41177880952738
13,3013,oudere,3478,98.41371660637127
14,3014,moeilijkheden,3475,98.41565273174001
15,3015,praatte,3474,98.41758829995038
16,3016,ratten,3473,98.41952331100237
17,3017,interview,3472,98.42145776489598
18,3018,boodschappen,3472,98.42339221878959
19,3019,noodgeval,3472,98.4253266726832
20,3020,rekeningen,3471,98.42726056941842
21,3021,Japan,3468,98.42919279467851
22,3022,telkens,3467,98.43112446278023
23,3023,schop,3458,98.43305111645653
24,3024,fase,3458,98.43497777013282
25,3025,café,3457,98.43690386665074
26,3026,gerechtigheid,3455,98.4388288488519
27,3027,onlangs,3452,98.44075215957791
28,3028,serie,3452,98.44267547030394
29,3029,hufter,3452,98.44459878102995
30,3030,gewonden,3449,98.44652042028083
31,3031,vermogen,3449,98.44844205953171
32,3032,vrachtwagen,3448,98.45036314162421
33,3033,vocht,3446,98.45228310939996
34,3034,seksuele,3445,98.45420252001732
35,3035,uitdaging,3444,98.45612137347631
36,3036,joch,3441,98.45803855546015
37,3037,bid,3441,98.45995573744399
38,3038,zieke,3440,98.46187236226946
39,3039,Amerikaans,3438,98.46378787277817
40,3040,reageert,3438,98.46570338328686
41,3041,Palmer,3438,98.46761889379557
42,3042,wiet,3437,98.4695338471459
43,3043,theater,3437,98.47144880049623
44,3044,hoofdpijn,3437,98.47336375384656
45,3045,kanaal,3436,98.4752781500385
46,3046,versta,3435,98.47719198907207
47,3047,status,3434,98.47910527094726
48,3048,netwerk,3431,98.48101688134732
49,3049,vanzelf,3429,98.4829273774306
50,3050,oorzaak,3429,98.4848378735139
51,3051,verlegen,3429,98.48674836959718
52,3052,doctor,3429,98.48865886568048
53,3053,wond,3429,98.49056936176376
54,3054,acteur,3429,98.49247985784706
55,3055,hartslag,3429,98.49439035393034
56,3056,gedraagt,3427,98.49629973569688
57,3057,grenzen,3426,98.49820856030503
58,3058,opdagen,3426,98.50011738491318
59,3059,tekst,3426,98.50202620952133
60,3060,tevoorschijn,3424,98.50393391981272
61,3061,uitnodiging,3424,98.50584163010411
62,3062,zowel,3423,98.50774878323713
63,3063,bezet,3422,98.50965537921176
64,3064,letterlijk,3418,98.51155974655289
65,3065,promotie,3413,98.51346132810211
66,3066,Donna,3413,98.51536290965133
67,3067,huidige,3412,98.51726393404216
68,3068,ketting,3412,98.519164958433
69,3069,anti,3412,98.52106598282384
70,3070,mooier,3410,98.52296589289791
71,3071,avontuur,3410,98.524865802972
72,3072,verbaast,3409,98.5267651558877
73,3073,filmen,3408,98.52866395164503
74,3074,moedig,3405,98.53056107592721
75,3075,pols,3403,98.53245708589263
76,3076,leuker,3402,98.53435253869968
77,3077,geplaatst,3401,98.53624743434834
78,3078,heten,3401,98.538142329997
79,3079,vak,3396,98.54003443985377
80,3080,tempel,3393,98.5419248782354
81,3081,besteld,3393,98.54381531661703
82,3082,redde,3392,98.54570519784028
83,3083,meegebracht,3391,98.54759452190515
84,3084,Dennis,3390,98.54948328881164
85,3085,overste,3389,98.55137149855975
86,3086,doorbrengen,3388,98.55325915114949
87,3087,rende,3386,98.55514568942246
88,3088,spoedig,3385,98.55703167053704
89,3089,stemming,3385,98.55891765165164
90,3090,grootvader,3384,98.56080307560785
91,3091,bodem,3382,98.56268738524732
92,3092,miste,3379,98.56457002341162
93,3093,ambassadeur,3379,98.56645266157594
94,3094,Ethan,3379,98.56833529974026
95,3095,betwijfel,3378,98.5702173807462
96,3096,titel,3378,98.57209946175213
97,3097,Rusland,3376,98.5739804284413
98,3098,verschrikkelijke,3375,98.5758608379721
99,3099,motel,3375,98.5777412475029
100,3100,schaam,3373,98.57962054271694
101,3101,vóór,3370,98.58149816645584
102,3102,probeerden,3368,98.58337467587799
103,3103,medisch,3368,98.58525118530012
104,3104,overheen,3365,98.58712602324714
105,3105,schilden,3364,98.58900030403575
106,3106,beschermt,3362,98.59087347050762
107,3107,versterking,3362,98.59274663697948
108,3108,ridder,3359,98.5946181319762
109,3109,experiment,3356,98.59648795549779
110,3110,vloot,3355,98.59835722186101
111,3111,veroorloven,3354,98.60022593106584
112,3112,versie,3353,98.60209408311228
113,3113,bewaking,3353,98.60396223515873
114,3114,bijzonders,3349,98.60582815857167
115,3115,levert,3349,98.60769408198459
116,3116,grijpen,3347,98.60955889108077
117,3117,lagen,3346,98.61142314301856
118,3118,Logan,3344,98.6132862806396
119,3119,achterkant,3343,98.61514886110224
120,3120,das,3341,98.61701032724814
121,3121,tip,3336,98.61886900760214
122,3122,bijten,3335,98.62072713079776
123,3123,afsluiten,3335,98.62258525399338
124,3124,gekwetst,3334,98.62444282003061
125,3125,trekker,3328,98.62629704311757
126,3126,Aaron,3327,98.62815070904615
127,3127,daad,3327,98.63000437497475
128,3128,justitie,3327,98.63185804090332
129,3129,go,3327,98.6337117068319
130,3130,gekost,3326,98.63556481560211
131,3131,september,3326,98.63741792437231
132,3132,blaas,3326,98.63927103314252
133,3133,stak,3325,98.64112358475434
134,3134,triest,3322,98.64297446489103
135,3135,beslissingen,3321,98.64482478786933
136,3136,miljard,3317,98.64667288221412
137,3137,gestoken,3315,98.64851986224214
138,3138,bijzondere,3315,98.65036684227017
139,3139,koorts,3312,98.65221215082306
140,3140,geneukt,3312,98.65405745937595
141,3141,vooruitgang,3309,98.6559010964537
142,3142,bot,3308,98.65774417637307
143,3143,teruggekomen,3307,98.65958669913407
144,3144,oefening,3307,98.66142922189506
145,3145,Irak,3307,98.66327174465606
146,3146,zoenen,3304,98.6651125959419
147,3147,zwakke,3303,98.66695289006938
148,3148,make-up,3301,98.6687920698801
149,3149,dorst,3301,98.67063124969081
150,3150,gemak,3301,98.67247042950153
151,3151,tijdelijk,3301,98.67430960931225
152,3152,Ellie,3301,98.67614878912296
153,3153,behoefte,3301,98.67798796893368
154,3154,media,3300,98.67982659158601
155,3155,casino,3300,98.68166521423834
156,3156,correct,3300,98.68350383689068
157,3157,zenuwachtig,3300,98.68534245954301
158,3158,spanning,3298,98.68717996787859
159,3159,strak,3298,98.68901747621418
160,3160,aantrekkelijk,3297,98.69085442739137
161,3161,rijbewijs,3297,98.69269137856857
162,3162,leerling,3297,98.69452832974576
163,3163,steden,3296,98.69636472376457
164,3164,ministerie,3295,98.69820056062501
165,3165,meende,3294,98.70003584032708
166,3166,cowboy,3294,98.70187112002914
167,3167,opgegeten,3293,98.70370584257282
168,3168,aanwijzingen,3287,98.70553722216621
169,3169,kloten,3285,98.70736748744287
170,3170,vice-,3284,98.70919719556112
171,3171,laden,3283,98.71102634652101
172,3172,jee,3283,98.71285549748089
173,3173,waarderen,3282,98.7146840912824
174,3174,minste,3281,98.71651212792553
175,3175,Collins,3281,98.71834016456864
176,3176,klinken,3279,98.72016708689502
177,3177,stukjes,3278,98.721993452063
178,3178,maaltijd,3277,98.7238192600726
179,3179,relaties,3277,98.72564506808222
180,3180,omdraaien,3276,98.72747031893344
181,3181,gelegenheid,3275,98.7292950126263
182,3182,beschadigd,3275,98.73111970631915
183,3183,dollars,3274,98.73294384285362
184,3184,uitmaken,3274,98.73476797938808
185,3185,eigendom,3274,98.73659211592255
186,3186,sociale,3272,98.73841513814025
187,3187,aanwijzing,3272,98.74023816035798
188,3188,rechtstreeks,3272,98.74206118257568
189,3189,verdrietig,3269,98.74388253331826
190,3190,daden,3265,98.7457016554273
191,3191,ontworpen,3265,98.74752077753635
192,3192,zender,3265,98.7493398996454
193,3193,beantwoord,3263,98.7511579074377
194,3194,bagage,3263,98.75297591523
195,3195,overleeft,3262,98.75479336586392
196,3196,schone,3259,98.7566091450227
197,3197,hierbij,3257,98.75842380986471
198,3198,emoties,3256,98.76023791754835
199,3199,weghalen,3252,98.76204979659846
